opportunity_id,lead_id,opp_created_date,product_line,region,nam_owner,client_type,deal_value_usd,competitive_deal_flag,used_fasttrack_approval,period,final_stage,status,status_reason,closed_date
OPP-P1-00778,L-P1-03252,29-11-2024,Smart Mobility (EV/Parking),South,S. Patel,Mixed-Use Development,22519,TRUE,FALSE,P1,Qualify,Lost,Budget Cut,30-11-2024
OPP-P1-00779,L-P1-03259,18-11-2024,Video Analytics,West,M. Okafor,Campus,103345,TRUE,FALSE,P1,Propose,Lost,Pricing,29-11-2024
OPP-P1-00780,L-P1-03262,12-04-2024,Smart Lighting,West,L. Fitzgerald,Municipality,54146,FALSE,FALSE,P1,Develop,Lost,Lost Contact,14-04-2024
OPP-P1-00781,L-P1-03268,01-08-2024,Video Analytics,Northeast,T. Chen,Campus,32205,FALSE,FALSE,P1,Qualify,Lost,Lost Contact,02-08-2024
OPP-P1-00782,L-P1-03271,31-10-2024,Digital Signage,West,R. Alvarez,Municipality,35263,FALSE,FALSE,P1,Qualify,Lost,Lost Contact,01-11-2024
OPP-P1-00783,L-P1-03274,27-12-2024,Video Analytics,Northeast,D. Singh,Multifamily Property,36135,FALSE,FALSE,P1,Qualify,Lost,Budget Cut,28-12-2024
OPP-P1-00784,L-P1-03276,01-06-2024,Video Analytics,Northeast,K. Romano,Campus,22934,FALSE,FALSE,P1,Develop,Lost,Pricing,03-06-2024
OPP-P1-00785,L-P1-03277,09-01-2024,Smart Mobility (EV/Parking),West,M. Okafor,Municipality,13454,FALSE,FALSE,P1,Develop,Lost,Lost Contact,11-01-2024
OPP-P1-00786,L-P1-03279,18-08-2024,Smart Lighting,Midwest,K. Romano,Campus,8000,TRUE,FALSE,P1,Develop,Lost,Timeline Mismatch,20-08-2024
OPP-P1-00787,L-P1-03280,26-12-2024,Digital Signage,Midwest,T. Chen,Mixed-Use Development,25504,TRUE,FALSE,P1,Qualify,Lost,Lost Contact,27-12-2024
OPP-P1-00788,L-P1-03283,11-02-2024,Video Analytics,South,R. Alvarez,Mixed-Use Development,8000,FALSE,FALSE,P1,Develop,Lost,Lost Contact,13-02-2024
OPP-P1-00789,L-P1-03286,02-09-2024,Video Analytics,West,T. Chen,Enterprise Business,39127,FALSE,FALSE,P1,Propose,Lost,Timeline Mismatch,12-10-2024
OPP-P1-00790,L-P1-03289,21-03-2024,Video Analytics,South,R. Alvarez,Municipality,8000,TRUE,FALSE,P1,Propose,Lost,Timeline Mismatch,09-04-2024
OPP-P1-00791,L-P1-03291,05-01-2024,Smart Buildings,Midwest,K. Romano,Municipality,37685,FALSE,FALSE,P1,Close,Won,Won,15-01-2024
OPP-P1-00792,L-P1-03294,06-07-2024,Smart Buildings,South,D. Singh,Mixed-Use Development,44956,FALSE,FALSE,P1,Close,Lost,Budget Cut,22-07-2024
OPP-P1-00793,L-P1-03295,27-11-2024,Video Analytics,West,K. Romano,Mixed-Use Development,17125,TRUE,FALSE,P1,Propose,Lost,Competitor Presence,23-01-2025
OPP-P1-00794,L-P1-03296,22-07-2024,Digital Signage,South,R. Alvarez,Municipality,81778,TRUE,FALSE,P1,Develop,Lost,Budget Cut,24-07-2024
OPP-P1-00795,L-P1-03297,22-08-2024,Smart Buildings,South,D. Singh,Multifamily Property,64941,FALSE,FALSE,P1,Propose,Lost,Budget Cut,14-09-2024
OPP-P1-00796,L-P1-03299,26-06-2024,Smart Mobility (EV/Parking),South,S. Patel,Enterprise Business,56506,FALSE,FALSE,P1,Develop,Lost,Pricing,28-06-2024
OPP-P1-00797,L-P1-03300,23-03-2024,Smart Lighting,Midwest,D. Singh,Mixed-Use Development,29796,TRUE,FALSE,P1,Qualify,Lost,Lost Contact,24-03-2024
OPP-P1-00798,L-P1-03302,22-03-2024,Video Analytics,Midwest,D. Singh,Multifamily Property,18717,FALSE,FALSE,P1,Qualify,Lost,Budget Cut,23-03-2024
OPP-P1-00799,L-P1-03304,25-04-2024,Smart Buildings,Midwest,M. Okafor,Mixed-Use Development,22480,FALSE,FALSE,P1,Close,Won,Won,07-05-2024
OPP-P1-00800,L-P1-03306,04-05-2024,Digital Signage,South,R. Alvarez,Municipality,25233,FALSE,FALSE,P1,Propose,Lost,Timeline Mismatch,25-05-2024
OPP-P1-00801,L-P1-03309,25-07-2024,Smart Mobility (EV/Parking),Northeast,K. Romano,Enterprise Business,15070,FALSE,FALSE,P1,Develop,Lost,Pricing,27-07-2024
OPP-P1-00802,L-P1-03315,14-09-2024,Smart Buildings,Northeast,S. Patel,Municipality,8397,FALSE,FALSE,P1,Propose,Lost,Budget Cut,21-10-2024
OPP-P1-00803,L-P1-03316,08-06-2024,Digital Signage,Midwest,M. Okafor,Mixed-Use Development,35145,FALSE,FALSE,P1,Propose,Lost,Product Fit,02-07-2024
OPP-P1-00804,L-P1-03319,22-10-2024,Smart Lighting,Midwest,T. Chen,Multifamily Property,53950,TRUE,FALSE,P1,Propose,Lost,Competitor Presence,12-11-2024
OPP-P1-00805,L-P1-03320,22-09-2024,Digital Signage,West,D. Singh,Mixed-Use Development,41772,FALSE,FALSE,P1,Propose,Lost,Lost Contact,14-11-2024
OPP-P1-00806,L-P1-03337,29-06-2024,Smart Lighting,Midwest,L. Fitzgerald,Municipality,29424,TRUE,FALSE,P1,Develop,Lost,Pricing,01-07-2024
OPP-P1-00807,L-P1-03338,28-06-2024,Digital Signage,Midwest,L. Fitzgerald,Campus,8000,TRUE,FALSE,P1,Develop,Lost,Budget Cut,30-06-2024
OPP-P1-00808,L-P1-03339,06-06-2024,Smart Lighting,Northeast,D. Singh,Mixed-Use Development,17487,FALSE,FALSE,P1,Propose,Lost,Pricing,02-07-2024
OPP-P1-00809,L-P1-03340,14-01-2024,Smart Lighting,West,S. Patel,Enterprise Business,99062,FALSE,FALSE,P1,Propose,Lost,Timeline Mismatch,05-02-2024
OPP-P1-00810,L-P1-03341,02-07-2024,Smart Lighting,Northeast,S. Patel,Municipality,22410,TRUE,FALSE,P1,Qualify,Lost,Lost Contact,03-07-2024
OPP-P1-00811,L-P1-03343,21-07-2024,Digital Signage,Midwest,K. Romano,Multifamily Property,57055,TRUE,FALSE,P1,Propose,Lost,Pricing,01-08-2024
OPP-P1-00812,L-P1-03346,05-12-2024,Smart Buildings,Midwest,S. Patel,Enterprise Business,13377,TRUE,FALSE,P1,Qualify,Lost,Pricing,06-12-2024
OPP-P1-00813,L-P1-03347,06-02-2024,Video Analytics,Northeast,M. Okafor,Enterprise Business,52977,FALSE,FALSE,P1,Propose,Lost,Pricing,06-03-2024
OPP-P1-00814,L-P1-03350,12-09-2024,Smart Mobility (EV/Parking),Northeast,M. Okafor,Multifamily Property,42461,TRUE,FALSE,P1,Qualify,Lost,Budget Cut,13-09-2024
OPP-P1-00815,L-P1-03361,25-01-2024,Video Analytics,Midwest,S. Patel,Municipality,20882,TRUE,FALSE,P1,Propose,Lost,Competitor Presence,16-03-2024
OPP-P1-00816,L-P1-03367,29-11-2024,Digital Signage,West,K. Romano,Campus,35750,FALSE,FALSE,P1,Develop,Lost,Pricing,01-12-2024
OPP-P1-00817,L-P1-03368,25-04-2024,Smart Lighting,West,K. Romano,Mixed-Use Development,9711,FALSE,FALSE,P1,Qualify,Lost,Budget Cut,26-04-2024
OPP-P1-00818,L-P1-03371,03-03-2024,Smart Mobility (EV/Parking),Midwest,T. Chen,Municipality,35792,TRUE,FALSE,P1,Qualify,Lost,Timeline Mismatch,04-03-2024
OPP-P1-00819,L-P1-03381,22-10-2024,Smart Lighting,South,T. Chen,Campus,43307,TRUE,FALSE,P1,Propose,Lost,Pricing,08-12-2024
OPP-P1-00820,L-P1-03384,24-11-2024,Smart Lighting,South,S. Patel,Campus,19524,TRUE,FALSE,P1,Propose,Lost,Competitor Presence,13-12-2024
OPP-P1-00821,L-P1-03390,22-10-2024,Smart Buildings,West,R. Alvarez,Municipality,27594,TRUE,FALSE,P1,Propose,Lost,Pricing,15-11-2024
OPP-P1-00822,L-P1-03394,06-12-2024,Video Analytics,Northeast,R. Alvarez,Multifamily Property,61046,TRUE,FALSE,P1,Develop,Lost,Lost Contact,08-12-2024
OPP-P1-00823,L-P1-03395,02-10-2024,Smart Mobility (EV/Parking),West,D. Singh,Municipality,34620,TRUE,FALSE,P1,Qualify,Lost,Pricing,03-10-2024
OPP-P1-00824,L-P1-03400,26-01-2024,Video Analytics,Midwest,T. Chen,Campus,9184,TRUE,FALSE,P1,Develop,Lost,Budget Cut,28-01-2024
OPP-P2-00001,L-P2-00002,08-07-2025,Smart Mobility (EV/Parking),Midwest,S. Patel,Campus,125986,FALSE,FALSE,P2,Propose,Lost,Budget Cut,06-08-2025
OPP-P2-00002,L-P2-00011,15-05-2025,Digital Signage,Midwest,T. Chen,Multifamily Property,143238,FALSE,FALSE,P2,Qualify,Lost,Lost Contact,16-05-2025
OPP-P2-00003,L-P2-00016,14-06-2025,Smart Mobility (EV/Parking),South,R. Alvarez,Multifamily Property,18866,FALSE,FALSE,P2,Qualify,Lost,Timeline Mismatch,15-06-2025
OPP-P2-00004,L-P2-00021,19-04-2025,Smart Buildings,Northeast,M. Okafor,Municipality,26271,TRUE,TRUE,P2,Propose,Lost,Pricing,22-05-2025
OPP-P2-00005,L-P2-00027,22-07-2025,Smart Mobility (EV/Parking),Midwest,D. Singh,Campus,96884,FALSE,FALSE,P2,Qualify,Lost,Product Fit,23-07-2025
OPP-P2-00006,L-P2-00029,17-03-2025,Digital Signage,West,L. Fitzgerald,Campus,32430,TRUE,TRUE,P2,Close,Won,Won,31-03-2025
OPP-P2-00007,L-P2-00034,20-06-2025,Smart Lighting,West,K. Romano,Mixed-Use Development,57583,FALSE,FALSE,P2,Propose,Lost,Product Fit,24-07-2025
OPP-P2-00008,L-P2-00039,12-06-2025,Smart Lighting,South,R. Alvarez,Enterprise Business,62099,FALSE,FALSE,P2,Propose,Lost,Pricing,11-07-2025
OPP-P2-00009,L-P2-00045,27-05-2025,Video Analytics,West,R. Alvarez,Campus,13785,TRUE,FALSE,P2,Propose,Lost,Pricing,13-06-2025
OPP-P2-00010,L-P2-00047,28-03-2025,Digital Signage,South,K. Romano,Campus,76801,FALSE,FALSE,P2,Propose,Lost,Budget Cut,12-04-2025
OPP-P2-00011,L-P2-00050,03-08-2025,Smart Buildings,West,T. Chen,Mixed-Use Development,27313,TRUE,TRUE,P2,Close,Lost,Timeline Mismatch,16-08-2025
OPP-P2-00012,L-P2-00052,13-08-2025,Video Analytics,West,T. Chen,Enterprise Business,34777,FALSE,FALSE,P2,Qualify,Lost,Pricing,14-08-2025
OPP-P2-00013,L-P2-00068,30-06-2025,Smart Buildings,Midwest,T. Chen,Mixed-Use Development,17776,TRUE,FALSE,P2,Qualify,Lost,Pricing,01-07-2025
OPP-P2-00014,L-P2-00071,02-03-2025,Smart Lighting,West,J. Sullivan,Campus,48668,TRUE,TRUE,P2,Close,Lost,Pricing,24-03-2025
OPP-P2-00015,L-P2-00081,23-09-2025,Smart Buildings,West,L. Fitzgerald,Multifamily Property,51998,FALSE,FALSE,P2,Propose,Lost,Timeline Mismatch,20-10-2025
OPP-P2-00016,L-P2-00084,27-06-2025,Smart Lighting,Midwest,K. Romano,Enterprise Business,25131,TRUE,TRUE,P2,Propose,Lost,Timeline Mismatch,10-08-2025
OPP-P2-00017,L-P2-00091,18-02-2025,Smart Mobility (EV/Parking),West,M. Okafor,Multifamily Property,8844,TRUE,FALSE,P2,Develop,Lost,Budget Cut,20-02-2025
OPP-P2-00018,L-P2-00092,29-07-2025,Smart Mobility (EV/Parking),Northeast,K. Romano,Mixed-Use Development,78930,TRUE,TRUE,P2,Close,Won,Won,09-08-2025
OPP-P2-00019,L-P2-00093,20-03-2025,Video Analytics,West,J. Sullivan,Enterprise Business,46327,TRUE,TRUE,P2,Propose,Lost,Competitor Presence,30-04-2025
OPP-P2-00020,L-P2-00095,10-03-2025,Smart Mobility (EV/Parking),South,R. Alvarez,Multifamily Property,13528,FALSE,FALSE,P2,Propose,Lost,Timeline Mismatch,02-04-2025
OPP-P2-00021,L-P2-00098,02-04-2025,Smart Mobility (EV/Parking),Northeast,T. Chen,Multifamily Property,38316,FALSE,FALSE,P2,Propose,Lost,Timeline Mismatch,17-04-2025
OPP-P2-00022,L-P2-00103,01-07-2025,Digital Signage,Northeast,L. Fitzgerald,Municipality,55354,TRUE,TRUE,P2,Close,Won,Won,12-07-2025
OPP-P2-00023,L-P2-00108,18-06-2025,Digital Signage,Midwest,T. Chen,Municipality,10598,FALSE,FALSE,P2,Develop,Lost,Budget Cut,20-06-2025
OPP-P2-00024,L-P2-00110,17-09-2025,Smart Buildings,South,S. Patel,Multifamily Property,28696,FALSE,FALSE,P2,Propose,Lost,Product Fit,06-10-2025
OPP-P2-00025,L-P2-00115,04-01-2025,Video Analytics,West,S. Patel,Enterprise Business,26337,FALSE,FALSE,P2,Propose,Lost,Product Fit,15-01-2025
OPP-P2-00026,L-P2-00118,28-03-2025,Smart Mobility (EV/Parking),West,L. Fitzgerald,Enterprise Business,13108,FALSE,FALSE,P2,Qualify,Lost,Pricing,29-03-2025
OPP-P2-00027,L-P2-00126,09-07-2025,Smart Buildings,Northeast,K. Romano,Multifamily Property,23766,TRUE,TRUE,P2,Propose,Lost,Pricing,09-08-2025
OPP-P2-00028,L-P2-00131,20-04-2025,Smart Lighting,West,D. Singh,Campus,21249,TRUE,FALSE,P2,Qualify,Lost,Pricing,21-04-2025
OPP-P2-00029,L-P2-00139,28-05-2025,Smart Lighting,South,M. Okafor,Enterprise Business,11508,FALSE,FALSE,P2,Develop,Lost,Lost Contact,03-06-2025
OPP-P2-00030,L-P2-00142,10-04-2025,Smart Buildings,Northeast,S. Patel,Mixed-Use Development,22983,FALSE,FALSE,P2,Qualify,Lost,Product Fit,11-04-2025
OPP-P2-00031,L-P2-00154,02-04-2025,Digital Signage,Northeast,T. Chen,Mixed-Use Development,59271,TRUE,FALSE,P2,Qualify,Lost,Lost Contact,03-04-2025
OPP-P2-00032,L-P2-00159,27-05-2025,Smart Mobility (EV/Parking),Midwest,K. Romano,Campus,20891,TRUE,FALSE,P2,Qualify,Lost,Timeline Mismatch,28-05-2025
OPP-P2-00033,L-P2-00161,26-06-2025,Video Analytics,Northeast,R. Alvarez,Enterprise Business,49036,TRUE,TRUE,P2,Close,Lost,Pricing,12-07-2025
OPP-P2-00034,L-P2-00163,21-06-2025,Video Analytics,Northeast,R. Alvarez,Enterprise Business,10130,TRUE,FALSE,P2,Qualify,Lost,Budget Cut,22-06-2025
OPP-P2-00035,L-P2-00164,13-09-2025,Smart Lighting,West,D. Singh,Campus,34649,FALSE,FALSE,P2,Close,Lost,Timeline Mismatch,26-09-2025
OPP-P2-00036,L-P2-00167,01-10-2025,Smart Lighting,Midwest,K. Romano,Mixed-Use Development,27439,TRUE,FALSE,P2,Qualify,Lost,Budget Cut,02-10-2025
OPP-P2-00037,L-P2-00171,20-09-2025,Video Analytics,Midwest,K. Romano,Campus,12416,FALSE,FALSE,P2,Develop,Lost,Budget Cut,22-09-2025
OPP-P2-00038,L-P2-00176,28-07-2025,Video Analytics,Midwest,S. Patel,Mixed-Use Development,8000,FALSE,FALSE,P2,Propose,Lost,Timeline Mismatch,24-08-2025
OPP-P2-00039,L-P2-00181,05-04-2025,Smart Mobility (EV/Parking),Midwest,D. Singh,Municipality,25848,TRUE,FALSE,P2,Propose,Lost,Competitor Presence,18-05-2025
OPP-P2-00040,L-P2-00186,02-02-2025,Smart Buildings,Midwest,L. Fitzgerald,Municipality,8000,FALSE,FALSE,P2,Propose,Lost,Lost Contact,28-02-2025
OPP-P2-00041,L-P2-00187,01-08-2025,Smart Lighting,Northeast,R. Alvarez,Mixed-Use Development,17980,TRUE,FALSE,P2,Qualify,Lost,Timeline Mismatch,02-08-2025
OPP-P2-00042,L-P2-00189,19-02-2025,Video Analytics,Midwest,R. Alvarez,Mixed-Use Development,14288,TRUE,FALSE,P2,Qualify,Lost,Lost Contact,20-02-2025
OPP-P2-00043,L-P2-00192,27-06-2025,Smart Mobility (EV/Parking),South,M. Okafor,Enterprise Business,27958,TRUE,FALSE,P2,Qualify,Lost,Budget Cut,28-06-2025
OPP-P2-00044,L-P2-00198,24-01-2025,Smart Lighting,South,M. Okafor,Municipality,24813,TRUE,FALSE,P2,Qualify,Lost,Timeline Mismatch,25-01-2025
OPP-P2-00045,L-P2-00199,14-07-2025,Smart Buildings,Midwest,M. Okafor,Mixed-Use Development,44159,FALSE,FALSE,P2,Propose,Lost,Lost Contact,22-08-2025
OPP-P2-00046,L-P2-00201,28-09-2025,Smart Buildings,South,J. Sullivan,Mixed-Use Development,12297,TRUE,FALSE,P2,Close,Lost,Budget Cut,12-10-2025
OPP-P2-00047,L-P2-00205,10-09-2025,Video Analytics,Midwest,M. Okafor,Campus,19456,FALSE,FALSE,P2,Develop,Lost,Pricing,12-09-2025
OPP-P2-00048,L-P2-00213,06-02-2025,Video Analytics,South,L. Fitzgerald,Mixed-Use Development,16380,TRUE,FALSE,P2,Qualify,Lost,Timeline Mismatch,07-02-2025
OPP-P2-00049,L-P2-00215,16-06-2025,Smart Buildings,Northeast,D. Singh,Enterprise Business,30664,FALSE,FALSE,P2,Qualify,Lost,Timeline Mismatch,17-06-2025
OPP-P2-00050,L-P2-00218,18-03-2025,Digital Signage,Northeast,J. Sullivan,Enterprise Business,18949,FALSE,FALSE,P2,Qualify,Lost,Budget Cut,19-03-2025
OPP-P2-00051,L-P2-00220,30-05-2025,Video Analytics,Midwest,M. Okafor,Enterprise Business,39616,FALSE,FALSE,P2,Propose,Lost,Product Fit,11-06-2025
OPP-P2-00052,L-P2-00240,17-01-2025,Smart Mobility (EV/Parking),Northeast,M. Okafor,Municipality,11658,FALSE,FALSE,P2,Close,Won,Won,31-01-2025
OPP-P2-00053,L-P2-00246,29-04-2025,Smart Mobility (EV/Parking),Northeast,T. Chen,Multifamily Property,24327,FALSE,FALSE,P2,Qualify,Lost,Pricing,30-04-2025
OPP-P2-00054,L-P2-00250,25-01-2025,Digital Signage,West,S. Patel,Multifamily Property,30922,TRUE,TRUE,P2,Propose,Lost,Budget Cut,10-02-2025
OPP-P2-00055,L-P2-00252,15-08-2025,Video Analytics,Midwest,S. Patel,Municipality,24850,FALSE,FALSE,P2,Propose,Lost,Lost Contact,20-09-2025
OPP-P2-00056,L-P2-00253,23-09-2025,Smart Mobility (EV/Parking),South,L. Fitzgerald,Enterprise Business,12197,TRUE,FALSE,P2,Develop,Lost,Timeline Mismatch,25-09-2025
OPP-P2-00057,L-P2-00254,23-03-2025,Smart Buildings,Midwest,D. Singh,Mixed-Use Development,18695,FALSE,FALSE,P2,Propose,Lost,Pricing,08-04-2025
OPP-P2-00058,L-P2-00256,16-09-2025,Digital Signage,South,S. Patel,Mixed-Use Development,29004,FALSE,FALSE,P2,Qualify,Lost,Budget Cut,17-09-2025
OPP-P2-00059,L-P2-00258,07-06-2025,Digital Signage,South,J. Sullivan,Enterprise Business,45699,TRUE,FALSE,P2,Develop,Lost,Budget Cut,09-06-2025
OPP-P2-00060,L-P2-00261,16-08-2025,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Municipality,21080,FALSE,FALSE,P2,Propose,Lost,Pricing,17-09-2025
OPP-P2-00061,L-P2-00267,20-02-2025,Smart Mobility (EV/Parking),West,R. Alvarez,Mixed-Use Development,34200,FALSE,FALSE,P2,Propose,Lost,Timeline Mismatch,23-03-2025
OPP-P2-00062,L-P2-00268,29-09-2025,Smart Mobility (EV/Parking),Midwest,T. Chen,Municipality,20294,FALSE,FALSE,P2,Propose,Lost,Timeline Mismatch,14-11-2025
OPP-P2-00063,L-P2-00276,27-08-2025,Smart Mobility (EV/Parking),West,R. Alvarez,Enterprise Business,32181,FALSE,FALSE,P2,Propose,Lost,Lost Contact,14-10-2025
OPP-P2-00064,L-P2-00278,03-02-2025,Smart Lighting,South,R. Alvarez,Mixed-Use Development,59688,FALSE,FALSE,P2,Qualify,Lost,Timeline Mismatch,04-02-2025
OPP-P2-00065,L-P2-00279,12-02-2025,Video Analytics,Northeast,K. Romano,Multifamily Property,15457,TRUE,TRUE,P2,Close,Won,Won,05-11-2025
OPP-P2-00066,L-P2-00280,07-05-2025,Digital Signage,South,D. Singh,Enterprise Business,24787,TRUE,FALSE,P2,Qualify,Lost,Product Fit,08-05-2025
OPP-P2-00067,L-P2-00284,21-03-2025,Smart Mobility (EV/Parking),West,M. Okafor,Campus,30689,FALSE,FALSE,P2,Propose,Lost,Budget Cut,03-05-2025
OPP-P2-00068,L-P2-00285,14-04-2025,Smart Lighting,South,K. Romano,Multifamily Property,76861,TRUE,FALSE,P2,Develop,Lost,Timeline Mismatch,16-04-2025
OPP-P2-00069,L-P2-00293,25-06-2025,Digital Signage,Northeast,M. Okafor,Campus,26319,FALSE,FALSE,P2,Propose,Lost,Budget Cut,24-07-2025
OPP-P2-00070,L-P2-00297,21-02-2025,Smart Lighting,West,S. Patel,Enterprise Business,12503,FALSE,FALSE,P2,Propose,Lost,Lost Contact,08-03-2025
OPP-P2-00071,L-P2-00308,31-03-2025,Video Analytics,Northeast,T. Chen,Multifamily Property,22490,TRUE,TRUE,P2,Propose,Lost,Budget Cut,12-05-2025
OPP-P2-00072,L-P2-00311,29-01-2025,Smart Mobility (EV/Parking),Midwest,K. Romano,Enterprise Business,30609,FALSE,FALSE,P2,Propose,Lost,Product Fit,28-02-2025
OPP-P2-00073,L-P2-00312,06-05-2025,Smart Buildings,South,L. Fitzgerald,Municipality,15871,FALSE,FALSE,P2,Close,Lost,Lost Contact,20-05-2025
OPP-P2-00074,L-P2-00318,11-08-2025,Digital Signage,Northeast,T. Chen,Campus,15764,TRUE,FALSE,P2,Develop,Lost,Product Fit,13-08-2025
OPP-P2-00075,L-P2-00327,29-08-2025,Digital Signage,South,D. Singh,Enterprise Business,47381,FALSE,FALSE,P2,Develop,Lost,Budget Cut,31-08-2025
OPP-P2-00076,L-P2-00330,08-06-2025,Smart Buildings,Midwest,D. Singh,Multifamily Property,21934,FALSE,FALSE,P2,Qualify,Lost,Pricing,09-06-2025
OPP-P2-00077,L-P2-00331,14-06-2025,Digital Signage,Northeast,K. Romano,Municipality,13818,FALSE,FALSE,P2,Close,Lost,Timeline Mismatch,26-06-2025
OPP-P2-00078,L-P2-00332,21-01-2025,Digital Signage,Midwest,M. Okafor,Campus,11313,TRUE,FALSE,P2,Develop,Lost,Timeline Mismatch,23-01-2025
OPP-P2-00079,L-P2-00333,15-01-2025,Smart Mobility (EV/Parking),South,D. Singh,Campus,45470,TRUE,FALSE,P2,Develop,Lost,Pricing,17-01-2025
OPP-P2-00080,L-P2-00334,26-08-2025,Smart Buildings,West,K. Romano,Campus,10106,TRUE,FALSE,P2,Propose,Lost,Competitor Presence,01-10-2025
OPP-P2-00081,L-P2-00339,21-04-2025,Digital Signage,West,R. Alvarez,Campus,93109,FALSE,FALSE,P2,Propose,Lost,Product Fit,14-05-2025
OPP-P2-00082,L-P2-00345,22-03-2025,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Campus,120291,TRUE,FALSE,P2,Propose,Lost,Pricing,01-05-2025
OPP-P2-00083,L-P2-00346,14-09-2025,Smart Lighting,Midwest,K. Romano,Enterprise Business,8017,FALSE,FALSE,P2,Qualify,Lost,Timeline Mismatch,15-09-2025
OPP-P2-00084,L-P2-00349,12-09-2025,Video Analytics,Midwest,M. Okafor,Enterprise Business,15191,FALSE,FALSE,P2,Qualify,Lost,Product Fit,13-09-2025
OPP-P2-00085,L-P2-00355,07-07-2025,Smart Lighting,West,R. Alvarez,Campus,20829,FALSE,FALSE,P2,Propose,Lost,Budget Cut,28-07-2025
OPP-P2-00086,L-P2-00359,07-06-2025,Smart Buildings,West,K. Romano,Enterprise Business,27085,TRUE,TRUE,P2,Close,Won,Won,21-06-2025
OPP-P2-00087,L-P2-00362,25-04-2025,Smart Lighting,Northeast,T. Chen,Campus,21534,TRUE,TRUE,P2,Close,Won,Won,06-05-2025
OPP-P2-00088,L-P2-00363,08-06-2025,Smart Mobility (EV/Parking),Northeast,M. Okafor,Enterprise Business,66636,FALSE,FALSE,P2,Propose,Lost,Budget Cut,25-06-2025
OPP-P2-00089,L-P2-00367,15-05-2025,Smart Buildings,Midwest,J. Sullivan,Mixed-Use Development,67944,TRUE,FALSE,P2,Qualify,Lost,Lost Contact,16-05-2025
OPP-P2-00090,L-P2-00371,23-09-2025,Video Analytics,South,L. Fitzgerald,Enterprise Business,73775,FALSE,FALSE,P2,Propose,Lost,Budget Cut,02-10-2025
OPP-P2-00091,L-P2-00372,21-01-2025,Smart Buildings,Northeast,R. Alvarez,Mixed-Use Development,54679,TRUE,FALSE,P2,Qualify,Lost,Budget Cut,22-01-2025
OPP-P2-00092,L-P2-00375,21-09-2025,Smart Lighting,Northeast,J. Sullivan,Multifamily Property,33358,TRUE,FALSE,P2,Develop,Lost,Budget Cut,23-09-2025
OPP-P2-00093,L-P2-00377,11-04-2025,Digital Signage,West,S. Patel,Campus,11954,FALSE,FALSE,P2,Qualify,Lost,Budget Cut,12-04-2025
OPP-P2-00094,L-P2-00378,10-04-2025,Smart Mobility (EV/Parking),West,K. Romano,Mixed-Use Development,22119,FALSE,FALSE,P2,Qualify,Lost,Budget Cut,11-04-2025
OPP-P2-00095,L-P2-00379,29-01-2025,Video Analytics,West,S. Patel,Campus,18146,FALSE,FALSE,P2,Qualify,Lost,Budget Cut,30-01-2025
OPP-P2-00096,L-P2-00383,27-06-2025,Smart Buildings,West,T. Chen,Municipality,26241,FALSE,FALSE,P2,Develop,Lost,Pricing,29-06-2025
OPP-P2-00097,L-P2-00387,19-04-2025,Smart Lighting,West,T. Chen,Municipality,9032,FALSE,FALSE,P2,Propose,Lost,Lost Contact,01-06-2025
OPP-P2-00098,L-P2-00390,12-04-2025,Smart Buildings,Northeast,T. Chen,Mixed-Use Development,27377,FALSE,FALSE,P2,Develop,Lost,Product Fit,14-04-2025
OPP-P2-00099,L-P2-00393,12-02-2025,Digital Signage,South,D. Singh,Municipality,8000,TRUE,TRUE,P2,Close,Lost,Pricing,06-08-2025
OPP-P2-00100,L-P2-00400,04-08-2025,Smart Mobility (EV/Parking),West,K. Romano,Municipality,14583,TRUE,FALSE,P2,Qualify,Lost,Product Fit,05-08-2025
OPP-P2-00101,L-P2-00401,05-02-2025,Video Analytics,South,M. Okafor,Campus,45019,TRUE,TRUE,P2,Propose,Lost,Pricing,26-02-2025
OPP-P2-00102,L-P2-00402,08-03-2025,Smart Lighting,Midwest,M. Okafor,Campus,14658,FALSE,FALSE,P2,Qualify,Lost,Timeline Mismatch,09-03-2025
OPP-P2-00103,L-P2-00406,13-09-2025,Smart Buildings,West,K. Romano,Municipality,18555,FALSE,FALSE,P2,Propose,Lost,Budget Cut,08-11-2025
OPP-P2-00104,L-P2-00410,27-07-2025,Digital Signage,South,T. Chen,Campus,28318,TRUE,TRUE,P2,Propose,Lost,Product Fit,16-08-2025
OPP-P2-00105,L-P2-00415,29-08-2025,Smart Buildings,South,M. Okafor,Campus,43058,FALSE,FALSE,P2,Develop,Lost,Budget Cut,26-09-2025
OPP-P2-00106,L-P2-00420,23-09-2025,Digital Signage,Northeast,L. Fitzgerald,Municipality,38342,FALSE,FALSE,P2,Qualify,Lost,Timeline Mismatch,24-09-2025
OPP-P2-00107,L-P2-00422,11-04-2025,Smart Lighting,West,D. Singh,Campus,20008,FALSE,FALSE,P2,Propose,Lost,Lost Contact,16-05-2025
OPP-P2-00108,L-P2-00424,14-07-2025,Smart Lighting,West,D. Singh,Multifamily Property,69779,TRUE,FALSE,P2,Develop,Lost,Budget Cut,16-07-2025
