opportunity_id,stage,entry_date,exit_date,days_in_stage,period
OPP-P2-00024,Qualify,17-09-2025,18-09-2025,1,P2
OPP-P2-00024,Develop,18-09-2025,19-09-2025,1,P2
OPP-P2-00024,Propose,19-09-2025,06-10-2025,17,P2
OPP-P2-00025,Qualify,04-01-2025,05-01-2025,1,P2
OPP-P2-00025,Develop,05-01-2025,06-01-2025,1,P2
OPP-P2-00025,Propose,06-01-2025,15-01-2025,9,P2
OPP-P2-00026,Qualify,28-03-2025,29-03-2025,1,P2
OPP-P2-00027,Qualify,09-07-2025,10-07-2025,1,P2
OPP-P2-00027,Develop,10-07-2025,11-07-2025,1,P2
OPP-P2-00027,Propose,11-07-2025,09-08-2025,29,P2
OPP-P2-00028,Qualify,20-04-2025,21-04-2025,1,P2
OPP-P2-00029,Qualify,28-05-2025,02-06-2025,5,P2
OPP-P2-00029,Develop,02-06-2025,03-06-2025,1,P2
OPP-P2-00030,Qualify,10-04-2025,11-04-2025,1,P2
OPP-P2-00031,Qualify,02-04-2025,03-04-2025,1,P2
OPP-P2-00032,Qualify,27-05-2025,28-05-2025,1,P2
OPP-P2-00033,Qualify,26-06-2025,27-06-2025,1,P2
OPP-P2-00033,Develop,27-06-2025,28-06-2025,1,P2
OPP-P2-00033,Propose,28-06-2025,11-07-2025,13,P2
OPP-P2-00033,Close,11-07-2025,12-07-2025,1,P2
OPP-P2-00034,Qualify,21-06-2025,22-06-2025,1,P2
OPP-P2-00035,Qualify,13-09-2025,14-09-2025,1,P2
OPP-P2-00035,Develop,14-09-2025,15-09-2025,1,P2
OPP-P2-00035,Propose,15-09-2025,25-09-2025,10,P2
OPP-P2-00035,Close,25-09-2025,26-09-2025,1,P2
OPP-P2-00036,Qualify,01-10-2025,02-10-2025,1,P2
OPP-P2-00037,Qualify,20-09-2025,21-09-2025,1,P2
OPP-P2-00037,Develop,21-09-2025,22-09-2025,1,P2
OPP-P2-00038,Qualify,28-07-2025,29-07-2025,1,P2
OPP-P2-00038,Develop,29-07-2025,30-07-2025,1,P2
OPP-P2-00038,Propose,30-07-2025,24-08-2025,25,P2
OPP-P2-00039,Qualify,05-04-2025,06-04-2025,1,P2
OPP-P2-00039,Develop,06-04-2025,07-04-2025,1,P2
OPP-P2-00039,Propose,07-04-2025,18-05-2025,41,P2
OPP-P2-00040,Qualify,02-02-2025,03-02-2025,1,P2
OPP-P2-00040,Develop,03-02-2025,04-02-2025,1,P2
OPP-P2-00040,Propose,04-02-2025,28-02-2025,24,P2
OPP-P2-00041,Qualify,01-08-2025,02-08-2025,1,P2
OPP-P2-00042,Qualify,19-02-2025,20-02-2025,1,P2
OPP-P2-00043,Qualify,27-06-2025,28-06-2025,1,P2
OPP-P2-00044,Qualify,24-01-2025,25-01-2025,1,P2
OPP-P2-00045,Qualify,14-07-2025,15-07-2025,1,P2
OPP-P2-00045,Develop,15-07-2025,16-07-2025,1,P2
OPP-P2-00045,Propose,16-07-2025,22-08-2025,37,P2
OPP-P2-00046,Qualify,28-09-2025,29-09-2025,1,P2
OPP-P2-00046,Develop,29-09-2025,30-09-2025,1,P2
OPP-P2-00046,Propose,30-09-2025,11-10-2025,11,P2
OPP-P2-00046,Close,11-10-2025,12-10-2025,1,P2
OPP-P2-00047,Qualify,10-09-2025,11-09-2025,1,P2
OPP-P2-00047,Develop,11-09-2025,12-09-2025,1,P2
OPP-P2-00048,Qualify,06-02-2025,07-02-2025,1,P2
OPP-P2-00049,Qualify,16-06-2025,17-06-2025,1,P2
OPP-P2-00050,Qualify,18-03-2025,19-03-2025,1,P2
OPP-P2-00051,Qualify,30-05-2025,31-05-2025,1,P2
OPP-P2-00051,Develop,31-05-2025,01-06-2025,1,P2
OPP-P2-00051,Propose,01-06-2025,11-06-2025,10,P2
OPP-P2-00052,Qualify,17-01-2025,18-01-2025,1,P2
OPP-P2-00052,Develop,18-01-2025,19-01-2025,1,P2
OPP-P2-00052,Propose,19-01-2025,30-01-2025,11,P2
OPP-P2-00052,Close,30-01-2025,31-01-2025,1,P2
OPP-P2-00053,Qualify,29-04-2025,30-04-2025,1,P2
OPP-P2-00054,Qualify,25-01-2025,26-01-2025,1,P2
OPP-P2-00054,Develop,26-01-2025,27-01-2025,1,P2
OPP-P2-00054,Propose,27-01-2025,10-02-2025,14,P2
OPP-P2-00055,Qualify,15-08-2025,16-08-2025,1,P2
OPP-P2-00055,Develop,16-08-2025,17-08-2025,1,P2
OPP-P2-00055,Propose,17-08-2025,20-09-2025,34,P2
OPP-P2-00056,Qualify,23-09-2025,24-09-2025,1,P2
OPP-P2-00056,Develop,24-09-2025,25-09-2025,1,P2
OPP-P2-00057,Qualify,23-03-2025,24-03-2025,1,P2
OPP-P2-00057,Develop,24-03-2025,25-03-2025,1,P2
OPP-P2-00057,Propose,25-03-2025,08-04-2025,14,P2
OPP-P2-00058,Qualify,16-09-2025,17-09-2025,1,P2
OPP-P2-00059,Qualify,07-06-2025,08-06-2025,1,P2
OPP-P2-00059,Develop,08-06-2025,09-06-2025,1,P2
OPP-P2-00060,Qualify,16-08-2025,17-08-2025,1,P2
OPP-P2-00060,Develop,17-08-2025,18-08-2025,1,P2
OPP-P2-00060,Propose,18-08-2025,17-09-2025,30,P2
OPP-P2-00061,Qualify,20-02-2025,21-02-2025,1,P2
OPP-P2-00061,Develop,21-02-2025,22-02-2025,1,P2
OPP-P2-00061,Propose,22-02-2025,23-03-2025,29,P2
OPP-P2-00062,Qualify,29-09-2025,30-09-2025,1,P2
OPP-P2-00062,Develop,30-09-2025,01-10-2025,1,P2
OPP-P2-00062,Propose,01-10-2025,14-11-2025,44,P2
OPP-P2-00063,Qualify,27-08-2025,28-08-2025,1,P2
OPP-P2-00063,Develop,28-08-2025,29-08-2025,1,P2
OPP-P2-00063,Propose,29-08-2025,14-10-2025,46,P2
OPP-P2-00064,Qualify,03-02-2025,04-02-2025,1,P2
OPP-P2-00065,Qualify,12-02-2025,24-10-2025,254,P2
OPP-P2-00065,Develop,24-10-2025,25-10-2025,1,P2
OPP-P2-00065,Propose,25-10-2025,04-11-2025,10,P2
OPP-P2-00065,Close,04-11-2025,05-11-2025,1,P2
OPP-P2-00066,Qualify,07-05-2025,08-05-2025,1,P2
OPP-P2-00067,Qualify,21-03-2025,22-03-2025,1,P2
OPP-P2-00067,Develop,22-03-2025,23-03-2025,1,P2
OPP-P2-00067,Propose,23-03-2025,03-05-2025,41,P2
OPP-P2-00068,Qualify,14-04-2025,15-04-2025,1,P2
OPP-P2-00068,Develop,15-04-2025,16-04-2025,1,P2
OPP-P2-00069,Qualify,25-06-2025,26-06-2025,1,P2
OPP-P2-00069,Develop,26-06-2025,27-06-2025,1,P2
OPP-P2-00069,Propose,27-06-2025,24-07-2025,27,P2
OPP-P2-00070,Qualify,21-02-2025,22-02-2025,1,P2
OPP-P2-00070,Develop,22-02-2025,23-02-2025,1,P2
OPP-P2-00070,Propose,23-02-2025,08-03-2025,13,P2
OPP-P2-00071,Qualify,31-03-2025,01-04-2025,1,P2
OPP-P2-00071,Develop,01-04-2025,02-04-2025,1,P2
OPP-P2-00071,Propose,02-04-2025,12-05-2025,40,P2
OPP-P2-00072,Qualify,29-01-2025,30-01-2025,1,P2
OPP-P2-00072,Develop,30-01-2025,31-01-2025,1,P2
OPP-P2-00072,Propose,31-01-2025,28-02-2025,28,P2
OPP-P2-00073,Qualify,06-05-2025,07-05-2025,1,P2
OPP-P2-00073,Develop,07-05-2025,08-05-2025,1,P2
OPP-P2-00073,Propose,08-05-2025,19-05-2025,11,P2
OPP-P2-00073,Close,19-05-2025,20-05-2025,1,P2
OPP-P2-00074,Qualify,11-08-2025,12-08-2025,1,P2
OPP-P2-00074,Develop,12-08-2025,13-08-2025,1,P2
OPP-P2-00075,Qualify,29-08-2025,30-08-2025,1,P2
OPP-P2-00075,Develop,30-08-2025,31-08-2025,1,P2
OPP-P2-00076,Qualify,08-06-2025,09-06-2025,1,P2
OPP-P2-00077,Qualify,14-06-2025,15-06-2025,1,P2
OPP-P2-00077,Develop,15-06-2025,16-06-2025,1,P2
OPP-P2-00077,Propose,16-06-2025,25-06-2025,9,P2
OPP-P2-00077,Close,25-06-2025,26-06-2025,1,P2
OPP-P2-00078,Qualify,21-01-2025,22-01-2025,1,P2
OPP-P2-00078,Develop,22-01-2025,23-01-2025,1,P2
OPP-P2-00079,Qualify,15-01-2025,16-01-2025,1,P2
OPP-P2-00079,Develop,16-01-2025,17-01-2025,1,P2
OPP-P2-00080,Qualify,26-08-2025,27-08-2025,1,P2
OPP-P2-00080,Develop,27-08-2025,28-08-2025,1,P2
OPP-P2-00080,Propose,28-08-2025,01-10-2025,34,P2
OPP-P2-00081,Qualify,21-04-2025,22-04-2025,1,P2
OPP-P2-00081,Develop,22-04-2025,23-04-2025,1,P2
OPP-P2-00081,Propose,23-04-2025,14-05-2025,21,P2
OPP-P2-00082,Qualify,22-03-2025,23-03-2025,1,P2
OPP-P2-00082,Develop,23-03-2025,24-03-2025,1,P2
OPP-P2-00082,Propose,24-03-2025,01-05-2025,38,P2
OPP-P2-00083,Qualify,14-09-2025,15-09-2025,1,P2
OPP-P2-00084,Qualify,12-09-2025,13-09-2025,1,P2
OPP-P2-00085,Qualify,07-07-2025,08-07-2025,1,P2
OPP-P2-00085,Develop,08-07-2025,09-07-2025,1,P2
OPP-P2-00085,Propose,09-07-2025,28-07-2025,19,P2
OPP-P2-00086,Qualify,07-06-2025,08-06-2025,1,P2
OPP-P2-00086,Develop,08-06-2025,09-06-2025,1,P2
OPP-P2-00086,Propose,09-06-2025,20-06-2025,11,P2
OPP-P2-00086,Close,20-06-2025,21-06-2025,1,P2
OPP-P2-00087,Qualify,25-04-2025,26-04-2025,1,P2
OPP-P2-00087,Develop,26-04-2025,27-04-2025,1,P2
OPP-P2-00087,Propose,27-04-2025,05-05-2025,8,P2
OPP-P2-00087,Close,05-05-2025,06-05-2025,1,P2
OPP-P2-00088,Qualify,08-06-2025,09-06-2025,1,P2
OPP-P2-00088,Develop,09-06-2025,10-06-2025,1,P2
OPP-P2-00088,Propose,10-06-2025,25-06-2025,15,P2
OPP-P2-00089,Qualify,15-05-2025,16-05-2025,1,P2
OPP-P2-00090,Qualify,23-09-2025,24-09-2025,1,P2
OPP-P2-00090,Develop,24-09-2025,25-09-2025,1,P2
OPP-P2-00090,Propose,25-09-2025,02-10-2025,7,P2
OPP-P2-00091,Qualify,21-01-2025,22-01-2025,1,P2
OPP-P2-00092,Qualify,21-09-2025,22-09-2025,1,P2
OPP-P2-00092,Develop,22-09-2025,23-09-2025,1,P2
OPP-P2-00093,Qualify,11-04-2025,12-04-2025,1,P2
OPP-P2-00094,Qualify,10-04-2025,11-04-2025,1,P2
OPP-P2-00095,Qualify,29-01-2025,30-01-2025,1,P2
OPP-P2-00096,Qualify,27-06-2025,28-06-2025,1,P2
OPP-P2-00096,Develop,28-06-2025,29-06-2025,1,P2
OPP-P2-00097,Qualify,19-04-2025,20-04-2025,1,P2
OPP-P2-00097,Develop,20-04-2025,21-04-2025,1,P2
OPP-P2-00097,Propose,21-04-2025,01-06-2025,41,P2
OPP-P2-00098,Qualify,12-04-2025,13-04-2025,1,P2
OPP-P2-00098,Develop,13-04-2025,14-04-2025,1,P2
OPP-P2-00099,Qualify,12-02-2025,24-07-2025,162,P2
OPP-P2-00099,Develop,24-07-2025,25-07-2025,1,P2
OPP-P2-00099,Propose,25-07-2025,05-08-2025,11,P2
OPP-P2-00099,Close,05-08-2025,06-08-2025,1,P2
OPP-P2-00100,Qualify,04-08-2025,05-08-2025,1,P2
OPP-P2-00101,Qualify,05-02-2025,06-02-2025,1,P2
OPP-P2-00101,Develop,06-02-2025,07-02-2025,1,P2
OPP-P2-00101,Propose,07-02-2025,26-02-2025,19,P2
OPP-P2-00102,Qualify,08-03-2025,09-03-2025,1,P2
OPP-P2-00103,Qualify,13-09-2025,14-09-2025,1,P2
OPP-P2-00103,Develop,14-09-2025,15-09-2025,1,P2
OPP-P2-00103,Propose,15-09-2025,08-11-2025,54,P2
OPP-P2-00104,Qualify,27-07-2025,28-07-2025,1,P2
OPP-P2-00104,Develop,28-07-2025,29-07-2025,1,P2
OPP-P2-00104,Propose,29-07-2025,16-08-2025,18,P2
OPP-P2-00105,Qualify,29-08-2025,25-09-2025,27,P2
OPP-P2-00105,Develop,25-09-2025,26-09-2025,1,P2
OPP-P2-00106,Qualify,23-09-2025,24-09-2025,1,P2
OPP-P2-00107,Qualify,11-04-2025,12-04-2025,1,P2
OPP-P2-00107,Develop,12-04-2025,13-04-2025,1,P2
OPP-P2-00107,Propose,13-04-2025,16-05-2025,33,P2
OPP-P2-00108,Qualify,14-07-2025,15-07-2025,1,P2
OPP-P2-00108,Develop,15-07-2025,16-07-2025,1,P2
OPP-P2-00109,Qualify,06-07-2025,07-07-2025,1,P2
OPP-P2-00109,Develop,07-07-2025,08-07-2025,1,P2
OPP-P2-00110,Qualify,16-07-2025,17-07-2025,1,P2
OPP-P2-00110,Develop,17-07-2025,18-07-2025,1,P2
OPP-P2-00110,Propose,18-07-2025,01-08-2025,14,P2
OPP-P2-00111,Qualify,23-08-2025,24-08-2025,1,P2
OPP-P2-00112,Qualify,27-03-2025,28-03-2025,1,P2
OPP-P2-00113,Qualify,12-04-2025,13-04-2025,1,P2
OPP-P2-00113,Develop,13-04-2025,14-04-2025,1,P2
OPP-P2-00113,Propose,14-04-2025,10-05-2025,26,P2
OPP-P2-00114,Qualify,22-06-2025,23-06-2025,1,P2
OPP-P2-00114,Develop,23-06-2025,24-06-2025,1,P2
OPP-P2-00114,Propose,24-06-2025,29-07-2025,35,P2
OPP-P2-00115,Qualify,20-06-2025,21-06-2025,1,P2
OPP-P2-00115,Develop,21-06-2025,22-06-2025,1,P2
OPP-P2-00115,Propose,22-06-2025,05-08-2025,44,P2
OPP-P2-00116,Qualify,11-07-2025,12-07-2025,1,P2
OPP-P2-00116,Develop,12-07-2025,13-07-2025,1,P2
OPP-P2-00116,Propose,13-07-2025,31-08-2025,49,P2
OPP-P2-00117,Qualify,14-02-2025,15-02-2025,1,P2
OPP-P2-00118,Qualify,27-02-2025,28-02-2025,1,P2
OPP-P2-00118,Develop,28-02-2025,01-03-2025,1,P2
OPP-P2-00118,Propose,01-03-2025,02-04-2025,32,P2
OPP-P2-00119,Qualify,08-09-2025,09-09-2025,1,P2
OPP-P2-00119,Develop,09-09-2025,10-09-2025,1,P2
OPP-P2-00120,Qualify,26-01-2025,27-01-2025,1,P2
OPP-P2-00120,Develop,27-01-2025,28-01-2025,1,P2
OPP-P2-00120,Propose,28-01-2025,21-02-2025,24,P2
OPP-P2-00121,Qualify,25-02-2025,26-02-2025,1,P2
OPP-P2-00122,Qualify,12-08-2025,13-08-2025,1,P2
OPP-P2-00122,Develop,13-08-2025,14-08-2025,1,P2
OPP-P2-00122,Propose,14-08-2025,31-08-2025,17,P2
OPP-P2-00122,Close,31-08-2025,01-09-2025,1,P2
OPP-P2-00123,Qualify,15-04-2025,16-04-2025,1,P2
OPP-P2-00123,Develop,16-04-2025,17-04-2025,1,P2
OPP-P2-00123,Propose,17-04-2025,30-04-2025,13,P2
OPP-P2-00124,Qualify,25-04-2025,26-04-2025,1,P2
OPP-P2-00125,Qualify,04-03-2025,05-03-2025,1,P2
OPP-P2-00125,Develop,05-03-2025,06-03-2025,1,P2
OPP-P2-00125,Propose,06-03-2025,02-04-2025,27,P2
OPP-P2-00126,Qualify,15-08-2025,16-08-2025,1,P2
OPP-P2-00126,Develop,16-08-2025,17-08-2025,1,P2
OPP-P2-00126,Propose,17-08-2025,28-09-2025,42,P2
OPP-P2-00127,Qualify,18-09-2025,19-09-2025,1,P2
OPP-P2-00127,Develop,19-09-2025,20-09-2025,1,P2
OPP-P2-00128,Qualify,30-06-2025,01-07-2025,1,P2
OPP-P2-00128,Develop,01-07-2025,02-07-2025,1,P2
OPP-P2-00128,Propose,02-07-2025,02-08-2025,31,P2
OPP-P2-00129,Qualify,05-01-2025,06-01-2025,1,P2
OPP-P2-00130,Qualify,06-03-2025,07-03-2025,1,P2
OPP-P2-00130,Develop,07-03-2025,08-03-2025,1,P2
OPP-P2-00130,Propose,08-03-2025,10-04-2025,33,P2
OPP-P2-00131,Qualify,16-09-2025,17-09-2025,1,P2
OPP-P2-00131,Develop,17-09-2025,18-09-2025,1,P2
OPP-P2-00131,Propose,18-09-2025,30-09-2025,12,P2
OPP-P2-00132,Qualify,16-07-2025,17-07-2025,1,P2
OPP-P2-00132,Develop,17-07-2025,18-07-2025,1,P2
OPP-P2-00132,Propose,18-07-2025,26-07-2025,8,P2
OPP-P2-00132,Close,26-07-2025,27-07-2025,1,P2
OPP-P2-00133,Qualify,03-06-2025,10-06-2025,7,P2
OPP-P2-00133,Develop,10-06-2025,11-06-2025,1,P2
OPP-P2-00133,Propose,11-06-2025,26-06-2025,15,P2
OPP-P2-00134,Qualify,14-02-2025,15-02-2025,1,P2
OPP-P2-00134,Develop,15-02-2025,16-02-2025,1,P2
OPP-P2-00134,Propose,16-02-2025,06-04-2025,49,P2
OPP-P2-00135,Qualify,08-03-2025,09-03-2025,1,P2
OPP-P2-00135,Develop,09-03-2025,10-03-2025,1,P2
OPP-P2-00135,Propose,10-03-2025,12-04-2025,33,P2
OPP-P2-00136,Qualify,09-08-2025,10-08-2025,1,P2
OPP-P2-00137,Qualify,26-05-2025,27-05-2025,1,P2
OPP-P2-00137,Develop,27-05-2025,28-05-2025,1,P2
OPP-P2-00137,Propose,28-05-2025,11-06-2025,14,P2
OPP-P2-00138,Qualify,05-06-2025,06-06-2025,1,P2
OPP-P2-00138,Develop,06-06-2025,07-06-2025,1,P2
OPP-P2-00138,Propose,07-06-2025,03-07-2025,26,P2
OPP-P2-00139,Qualify,02-10-2025,03-10-2025,1,P2
OPP-P2-00139,Develop,03-10-2025,04-10-2025,1,P2
OPP-P2-00139,Propose,04-10-2025,05-11-2025,32,P2
OPP-P2-00140,Qualify,13-01-2025,14-01-2025,1,P2
OPP-P2-00140,Develop,14-01-2025,15-01-2025,1,P2
OPP-P2-00140,Propose,15-01-2025,24-01-2025,9,P2
OPP-P2-00140,Close,24-01-2025,25-01-2025,1,P2
OPP-P2-00141,Qualify,03-01-2025,04-01-2025,1,P2
OPP-P2-00141,Develop,04-01-2025,05-01-2025,1,P2
OPP-P2-00141,Propose,05-01-2025,02-02-2025,28,P2
OPP-P2-00142,Qualify,27-03-2025,28-03-2025,1,P2
OPP-P2-00142,Develop,28-03-2025,29-03-2025,1,P2
OPP-P2-00143,Qualify,14-02-2025,15-02-2025,1,P2
OPP-P2-00144,Qualify,03-06-2025,04-06-2025,1,P2
OPP-P2-00145,Qualify,13-08-2025,06-05-2026,266,P2
OPP-P2-00145,Develop,06-05-2026,07-05-2026,1,P2
OPP-P2-00145,Propose,07-05-2026,19-05-2026,12,P2
OPP-P2-00145,Close,19-05-2026,20-05-2026,1,P2
OPP-P2-00146,Qualify,10-01-2025,11-01-2025,1,P2
OPP-P2-00146,Develop,11-01-2025,12-01-2025,1,P2
OPP-P2-00147,Qualify,06-04-2025,07-04-2025,1,P2
OPP-P2-00147,Develop,07-04-2025,08-04-2025,1,P2
OPP-P2-00147,Propose,08-04-2025,12-05-2025,34,P2
OPP-P2-00148,Qualify,23-05-2025,24-05-2025,1,P2
OPP-P2-00148,Develop,24-05-2025,25-05-2025,1,P2
OPP-P2-00148,Propose,25-05-2025,05-08-2025,72,P2
OPP-P2-00149,Qualify,02-10-2025,03-10-2025,1,P2
OPP-P2-00150,Qualify,23-07-2025,24-07-2025,1,P2
OPP-P2-00150,Develop,24-07-2025,25-07-2025,1,P2
OPP-P2-00151,Qualify,13-09-2025,14-09-2025,1,P2
OPP-P2-00152,Qualify,04-06-2025,05-06-2025,1,P2
OPP-P2-00152,Develop,05-06-2025,06-06-2025,1,P2
OPP-P2-00152,Propose,06-06-2025,19-06-2025,13,P2
OPP-P2-00153,Qualify,15-02-2025,16-02-2025,1,P2
OPP-P2-00153,Develop,16-02-2025,17-02-2025,1,P2
OPP-P2-00153,Propose,17-02-2025,18-03-2025,29,P2
OPP-P2-00154,Qualify,15-09-2025,16-09-2025,1,P2
OPP-P2-00154,Develop,16-09-2025,17-09-2025,1,P2
OPP-P2-00154,Propose,17-09-2025,23-10-2025,36,P2
OPP-P2-00155,Qualify,08-03-2025,09-03-2025,1,P2
OPP-P2-00155,Develop,09-03-2025,10-03-2025,1,P2
OPP-P2-00155,Propose,10-03-2025,17-04-2025,38,P2
OPP-P2-00156,Qualify,30-08-2025,31-08-2025,1,P2
OPP-P2-00156,Develop,31-08-2025,01-09-2025,1,P2
OPP-P2-00157,Qualify,11-05-2025,12-05-2025,1,P2
OPP-P2-00157,Develop,12-05-2025,13-05-2025,1,P2
OPP-P2-00157,Propose,13-05-2025,22-06-2025,40,P2
OPP-P2-00158,Qualify,12-06-2025,13-06-2025,1,P2
OPP-P2-00159,Qualify,01-06-2025,02-06-2025,1,P2
OPP-P2-00160,Qualify,22-07-2025,23-07-2025,1,P2
OPP-P2-00161,Qualify,29-09-2025,30-09-2025,1,P2
OPP-P2-00162,Qualify,31-08-2025,29-11-2027,820,P2
OPP-P2-00162,Develop,29-11-2027,30-11-2027,1,P2
OPP-P2-00162,Propose,30-11-2027,29-12-2027,29,P2
OPP-P2-00163,Qualify,31-07-2025,01-08-2025,1,P2
OPP-P2-00164,Qualify,31-05-2025,01-06-2025,1,P2
OPP-P2-00164,Develop,01-06-2025,02-06-2025,1,P2
OPP-P2-00164,Propose,02-06-2025,17-07-2025,45,P2
OPP-P2-00165,Qualify,30-03-2025,31-03-2025,1,P2
OPP-P2-00165,Develop,31-03-2025,01-04-2025,1,P2
OPP-P2-00165,Propose,01-04-2025,29-04-2025,28,P2
OPP-P2-00166,Qualify,13-06-2025,14-06-2025,1,P2
OPP-P2-00167,Qualify,07-05-2025,08-05-2025,1,P2
OPP-P2-00168,Qualify,27-06-2025,28-06-2025,1,P2
OPP-P2-00168,Develop,28-06-2025,29-06-2025,1,P2
OPP-P2-00169,Qualify,23-08-2025,24-08-2025,1,P2
OPP-P2-00169,Develop,24-08-2025,25-08-2025,1,P2
OPP-P2-00169,Propose,25-08-2025,01-09-2025,7,P2
OPP-P2-00169,Close,01-09-2025,02-09-2025,1,P2
OPP-P2-00170,Qualify,05-08-2025,06-08-2025,1,P2
OPP-P2-00170,Develop,06-08-2025,07-08-2025,1,P2
OPP-P2-00170,Propose,07-08-2025,29-08-2025,22,P2
OPP-P2-00171,Qualify,25-01-2025,26-01-2025,1,P2
OPP-P2-00171,Develop,26-01-2025,27-01-2025,1,P2
OPP-P2-00171,Propose,27-01-2025,02-02-2025,6,P2
OPP-P2-00171,Close,02-02-2025,03-02-2025,1,P2
OPP-P2-00172,Qualify,04-07-2025,05-07-2025,1,P2
OPP-P2-00172,Develop,05-07-2025,06-07-2025,1,P2
OPP-P2-00172,Propose,06-07-2025,09-08-2025,34,P2
OPP-P2-00173,Qualify,15-07-2025,16-07-2025,1,P2
OPP-P2-00174,Qualify,30-05-2025,30-04-2026,335,P2
OPP-P2-00174,Develop,30-04-2026,01-05-2026,1,P2
OPP-P2-00174,Propose,01-05-2026,23-05-2026,22,P2
OPP-P2-00175,Qualify,04-04-2025,05-04-2025,1,P2
OPP-P2-00175,Develop,05-04-2025,06-04-2025,1,P2
OPP-P2-00175,Propose,06-04-2025,06-05-2025,30,P2
OPP-P2-00176,Qualify,18-07-2025,19-07-2025,1,P2
OPP-P2-00176,Develop,19-07-2025,20-07-2025,1,P2
OPP-P2-00176,Propose,20-07-2025,23-08-2025,34,P2
OPP-P2-00177,Qualify,28-09-2025,29-09-2025,1,P2
OPP-P2-00177,Develop,29-09-2025,30-09-2025,1,P2
OPP-P2-00177,Propose,30-09-2025,10-10-2025,10,P2
OPP-P2-00177,Close,10-10-2025,11-10-2025,1,P2
OPP-P2-00178,Qualify,20-05-2025,21-05-2025,1,P2
OPP-P2-00179,Qualify,15-05-2025,16-05-2025,1,P2
OPP-P2-00179,Develop,16-05-2025,17-05-2025,1,P2
OPP-P2-00179,Propose,17-05-2025,11-06-2025,25,P2
OPP-P2-00180,Qualify,25-08-2025,26-08-2025,1,P2
OPP-P2-00181,Qualify,05-04-2025,06-04-2025,1,P2
OPP-P2-00181,Develop,06-04-2025,07-04-2025,1,P2
OPP-P2-00181,Propose,07-04-2025,11-05-2025,34,P2
OPP-P2-00182,Qualify,04-06-2025,05-06-2025,1,P2
OPP-P2-00182,Develop,05-06-2025,06-06-2025,1,P2
OPP-P2-00182,Propose,06-06-2025,21-06-2025,15,P2
OPP-P2-00183,Qualify,17-09-2025,18-09-2025,1,P2
OPP-P2-00184,Qualify,06-08-2025,07-08-2025,1,P2
OPP-P2-00184,Develop,07-08-2025,08-08-2025,1,P2
OPP-P2-00184,Propose,08-08-2025,20-08-2025,12,P2
OPP-P2-00185,Qualify,26-06-2025,27-06-2025,1,P2
OPP-P2-00185,Develop,27-06-2025,28-06-2025,1,P2
OPP-P2-00186,Qualify,11-04-2025,12-04-2025,1,P2
OPP-P2-00187,Qualify,15-05-2025,16-05-2025,1,P2
OPP-P2-00187,Develop,16-05-2025,17-05-2025,1,P2
OPP-P2-00187,Propose,17-05-2025,12-07-2025,56,P2
OPP-P2-00188,Qualify,03-05-2025,04-05-2025,1,P2
OPP-P2-00188,Develop,04-05-2025,05-05-2025,1,P2
OPP-P2-00189,Qualify,29-06-2025,30-06-2025,1,P2
OPP-P2-00189,Develop,30-06-2025,01-07-2025,1,P2
OPP-P2-00189,Propose,01-07-2025,15-07-2025,14,P2
OPP-P2-00190,Qualify,10-06-2025,11-06-2025,1,P2
OPP-P2-00190,Develop,11-06-2025,12-06-2025,1,P2
OPP-P2-00191,Qualify,26-09-2025,27-09-2025,1,P2
OPP-P2-00192,Qualify,13-07-2025,14-07-2025,1,P2
OPP-P2-00193,Qualify,13-05-2025,16-05-2025,3,P2
OPP-P2-00193,Develop,16-05-2025,17-05-2025,1,P2
OPP-P2-00194,Qualify,14-07-2025,15-07-2025,1,P2
OPP-P2-00194,Develop,15-07-2025,16-07-2025,1,P2
OPP-P2-00194,Propose,16-07-2025,05-08-2025,20,P2
OPP-P2-00194,Close,05-08-2025,06-08-2025,1,P2
OPP-P2-00195,Qualify,13-07-2025,14-07-2025,1,P2
OPP-P2-00195,Develop,14-07-2025,15-07-2025,1,P2
OPP-P2-00195,Propose,15-07-2025,26-07-2025,11,P2
OPP-P2-00195,Close,26-07-2025,27-07-2025,1,P2
OPP-P2-00196,Qualify,13-08-2025,14-08-2025,1,P2
OPP-P2-00196,Develop,14-08-2025,15-08-2025,1,P2
OPP-P2-00196,Propose,15-08-2025,25-08-2025,10,P2
OPP-P2-00197,Qualify,24-08-2025,25-08-2025,1,P2
OPP-P2-00197,Develop,25-08-2025,26-08-2025,1,P2
OPP-P2-00198,Qualify,01-06-2025,02-06-2025,1,P2
OPP-P2-00198,Develop,02-06-2025,03-06-2025,1,P2
OPP-P2-00199,Qualify,13-05-2025,14-05-2025,1,P2
OPP-P2-00199,Develop,14-05-2025,15-05-2025,1,P2
OPP-P2-00199,Propose,15-05-2025,03-06-2025,19,P2
OPP-P2-00200,Qualify,10-05-2025,11-05-2025,1,P2
OPP-P2-00200,Develop,11-05-2025,12-05-2025,1,P2
OPP-P2-00200,Propose,12-05-2025,27-05-2025,15,P2
OPP-P2-00201,Qualify,14-01-2025,15-01-2025,1,P2
OPP-P2-00201,Develop,15-01-2025,16-01-2025,1,P2
OPP-P2-00201,Propose,16-01-2025,29-01-2025,13,P2
OPP-P2-00201,Close,29-01-2025,30-01-2025,1,P2
OPP-P2-00202,Qualify,27-08-2025,28-08-2025,1,P2
