lead_id,created_date,lead_source,product_line,region,nam_owner,client_type,deal_value_usd,period,lead_status,disqualified_reason
L-P1-03156,14-May-24,Inbound Web Form,Smart Buildings,Midwest,M. Okafor,Mixed-Use Development,8000,P1,Open,
L-P1-03157,01/22/2024,Partner Referral,Smart Lighting,South,K. Romano,Campus,8000,P1,Open,
L-P1-03158,23-02-2024,Inbound Web Form,Video Analytics,Northeast,K. Romano,Enterprise Business,115156,P1,Open,
L-P1-03159,07-10-2024 00:00,Outbound SDR,Smart Buildings,South,J. Sullivan,Campus,23016,P1,Open,
L-P1-03160,31-May-24,Cold Outreach,Smart Lighting,South,D. Singh,Multifamily Property,37755,P1,Disqualified,No budget
L-P1-03161,09/25/2024,Inbound Web Form,Video Analytics,South,T. Chen,Multifamily Property,25790,P1,Open,
L-P1-03162,31-10-2024 00:00,Partner Referral,Smart Buildings,South,T. Chen,Municipality,39013,P1,Disqualified,No response
L-P1-03163,11/14/2024,Inbound Web Form,Smart Lighting,South,J. Sullivan,Multifamily Property,14254,P1,Open,
L-P1-03164,19-12-2024 00:00,Existing Client Upsell,Smart Lighting,West,T. Chen,Enterprise Business,53247,P1,Open,
L-P1-03165,06-Sep-24,Cold Outreach,Digital Signage,Northeast,S. Patel,Enterprise Business,8107,P1,Disqualified,Duplicate
L-P1-03166,23-12-2024,PARTNER REFERRAL,Video Analytics,NORTHEAST,R. Alvarez,Multifamily Property,20699,P1,Qualified,
L-P1-03167,14-Mar-24,Trade Show,Smart Mobility (EV/Parking),West,M. Okafor,Mixed-Use Development,44284,P1,Open,
L-P1-03168,11-12-2024 00:00,Outbound SDR,Smart Buildings,West,R. Alvarez,Municipality,28265,P1,Disqualified,Duplicate
L-P1-03169,14-05-2024,INBOUND WEB FORM,Video Analytics,WEST,L. Fitzgerald,Municipality,41141,P1,Open,
L-P1-03170,01-11-2024,COLD OUTREACH,Smart Mobility (EV/Parking),WEST,J. Sullivan,Enterprise Business,28013,P1,Disqualified,Duplicate
L-P1-03171,03-02-2024,Inbound Web Form,Digital Signage,South,S. Patel,Municipality,49740,P1,Qualified,
L-P1-03172,05/26/2024,Existing Client Upsell,Digital Signage,Northeast,K. Romano,Multifamily Property,11986,P1,Open,
L-P1-03173,06/22/2024,Inbound Web Form,Smart Lighting,Midwest,K. Romano,Enterprise Business,24725,P1,Qualified,
L-P1-03174,02-01-2024,Existing Client Upsell,Smart Buildings,Midwest,J. Sullivan,Municipality,36509,P1,Open,
L-P1-03175,25-10-2024 00:00,Trade Show,Video Analytics,West,D. Singh,Municipality,69522,P1,Disqualified,Wrong fit
L-P1-03176,31-Jul-24,Inbound Web Form,Smart Mobility (EV/Parking),South,K. Romano,Campus,35882,P1,Disqualified,Wrong fit
L-P1-03177,21-Jan-24,Outbound SDR,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Campus,8853,P1,Open,
L-P1-03178,02-Jun-24,Cold Outreach,Smart Buildings,Northeast,K. Romano,Mixed-Use Development,17239,P1,Qualified,
L-P1-03179,11/17/2024,Partner Referral,Digital Signage,West,L. Fitzgerald,Municipality,31744,P1,Qualified,
L-P1-03180,01-12-2024,Outbound SDR,Smart Buildings,Northeast,D. Singh,Mixed-Use Development,28046,P1,Disqualified,No budget
L-P1-03181,07-Oct-24,Trade Show,Smart Lighting,Midwest,J. Sullivan,Campus,33791,P1,Disqualified,Duplicate
L-P1-03182,01-Sep-24,Inbound Web Form,Digital Signage,South,M. Okafor,Enterprise Business,20196,P1,Open,
L-P1-03183,22-03-2024,Outbound SDR,Video Analytics,South,J. Sullivan,Multifamily Property,107871,P1,Qualified,
L-P1-03184,17-Jan-24,OUTBOUND SDR,Digital Signage,WEST,J. Sullivan,Enterprise Business,34701,P1,Disqualified,Wrong fit
L-P1-03185,09/21/2024,Partner Referral,Digital Signage,Northeast,L. Fitzgerald,Enterprise Business,97581,P1,Disqualified,Duplicate
L-P1-03186,25-10-2024,Outbound SDR,Digital Signage,Northeast,L. Fitzgerald,Municipality,18938,P1,Open,
L-P1-03187,31-05-2024,Trade Show,Video Analytics,South,S. Patel,Mixed-Use Development,8339,P1,Qualified,
L-P1-03188,09/27/2024,INBOUND WEB FORM,Digital Signage,NORTHEAST,T. Chen,Mixed-Use Development,25370,P1,Open,
L-P1-03189,30-05-2024,Outbound SDR,Digital Signage,Northeast,J. Sullivan,Enterprise Business,15378,P1,Open,
L-P1-03190,02/28/2024,Trade Show,Digital Signage,Northeast,R. Alvarez,Enterprise Business,30507,P1,Disqualified,No budget
L-P1-03191,15-06-2024 00:00,Outbound SDR,Digital Signage,West,L. Fitzgerald,Campus,55020,P1,Open,
L-P1-03192,03-04-2024 00:00,Outbound SDR,Smart Lighting,South,K. Romano,Mixed-Use Development,38214,P1,Open,
L-P1-03193,02-09-2024,Inbound Web Form,Smart Lighting,West,J. Sullivan,Multifamily Property,36758,P1,Qualified,
L-P1-03194,22-07-2024,Existing Client Upsell,Smart Buildings,Midwest,J. Sullivan,Multifamily Property,26851,P1,Open,
L-P1-03195,03-11-2024,Inbound Web Form,Smart Lighting,Midwest,R. Alvarez,Mixed-Use Development,39940,P1,Disqualified,No budget
L-P1-03196,24-01-2024,Partner Referral,Digital Signage,West,S. Patel,Municipality,39476,P1,Qualified,
L-P1-03197,10-07-2024,Inbound Web Form,Digital Signage,Midwest,M. Okafor,Mixed-Use Development,25993,P1,Disqualified,No response
L-P1-03198,03-03-2024 00:00,Inbound Web Form,Video Analytics,South,M. Okafor,Multifamily Property,21721,P1,Qualified,
L-P1-03199,08-02-2024,Inbound Web Form,Digital Signage,Northeast,S. Patel,Municipality,46140,P1,Qualified,
L-P1-03200,11/25/2024,Outbound SDR,Video Analytics,Midwest,K. Romano,Municipality,38878,P1,Open,
L-P1-03201,30-08-2024,Existing Client Upsell,Video Analytics,South,L. Fitzgerald,Municipality,43907,P1,Disqualified,No budget
L-P1-03202,01-05-2024,Partner Referral,Smart Mobility (EV/Parking),Northeast,K. Romano,Mixed-Use Development,68752,P1,Disqualified,No response
L-P1-03203,04-01-2024,Existing Client Upsell,Digital Signage,South,L. Fitzgerald,Municipality,21495,P1,Disqualified,No response
L-P1-03204,22-09-2024 00:00,Outbound SDR,Smart Lighting,Midwest,S. Patel,Multifamily Property,12599,P1,Open,
L-P1-03205,12/15/2024,Trade Show,Smart Lighting,West,J. Sullivan,Multifamily Property,43458,P1,Qualified,
L-P1-03206,05-01-2024,Trade Show,Digital Signage,West,R. Alvarez,Campus,16949,P1,Disqualified,Duplicate
L-P1-03207,28-06-2024 00:00,Outbound SDR,Smart Buildings,Northeast,T. Chen,Multifamily Property,9416,P1,Qualified,
L-P1-03208,10-02-2024,Inbound Web Form,Video Analytics,Northeast,K. Romano,Enterprise Business,60314,P1,Disqualified,Duplicate
L-P1-03209,09-11-2024,INBOUND WEB FORM,Digital Signage,NORTHEAST,D. Singh,Mixed-Use Development,23618,P1,Disqualified,Wrong fit
L-P1-03210,19-04-2024 00:00,Partner Referral,Smart Buildings,West,R. Alvarez,Multifamily Property,22802,P1,Open,
L-P1-03211,09/21/2024,Trade Show,Digital Signage,South,K. Romano,Multifamily Property,16256,P1,Qualified,
L-P1-03212,08-02-2024 00:00,Existing Client Upsell,Smart Buildings,South,L. Fitzgerald,Municipality,69631,P1,Disqualified,No response
L-P1-03213,28-11-2024,Inbound Web Form,Video Analytics,Northeast,M. Okafor,Municipality,38482,P1,Qualified,
L-P1-03214,08/15/2024,Inbound Web Form,Video Analytics,Northeast,D. Singh,Enterprise Business,37990,P1,Qualified,
L-P1-03215,06-02-2024,Inbound Web Form,Smart Mobility (EV/Parking),West,R. Alvarez,Campus,32626,P1,Open,
L-P1-03216,09-12-2024,Inbound Web Form,Video Analytics,South,D. Singh,Municipality,36881,P1,Open,
L-P1-03217,30-Mar-24,Outbound SDR,Digital Signage,South,T. Chen,Enterprise Business,16610,P1,Qualified,
L-P1-03218,21-Jul-24,Outbound SDR,Video Analytics,South,T. Chen,Enterprise Business,83267,P1,Open,
L-P1-03219,04-May-24,Existing Client Upsell,Smart Lighting,South,K. Romano,Enterprise Business,11133,P1,Qualified,
L-P1-03220,15-05-2024,Partner Referral,Smart Buildings,West,T. Chen,Multifamily Property,20610,P1,Disqualified,Duplicate
L-P1-03221,13-07-2024,Inbound Web Form,Smart Lighting,South,S. Patel,Municipality,19558,P1,Disqualified,No budget
L-P1-03222,12/13/2024,PARTNER REFERRAL,Smart Buildings,MIDWEST,L. Fitzgerald,Municipality,113607,P1,Qualified,
L-P1-03223,01-03-2024 00:00,Existing Client Upsell,Video Analytics,,T. Chen,Mixed-Use Development,23506,P1,Qualified,
L-P1-03224,05/19/2024,Trade Show,Smart Buildings,Midwest,L. Fitzgerald,Mixed-Use Development,30183,P1,Disqualified,Duplicate
L-P1-03225,09-02-2024 00:00,Trade Show,Smart Buildings,Northeast,R. Alvarez,Enterprise Business,18287,P1,Disqualified,No budget
L-P1-03226,23-04-2024 00:00,Outbound SDR,Smart Lighting,Midwest,S. Patel,Enterprise Business,81051,P1,Qualified,
L-P1-03227,07/24/2024,Cold Outreach,Smart Lighting,Northeast,L. Fitzgerald,Municipality,37935,P1,Open,
L-P1-03228,12-Jun-24,Partner Referral,Digital Signage,Midwest,K. Romano,Campus,26523,P1,Qualified,
L-P1-03229,01/19/2024,Existing Client Upsell,Smart Buildings,Northeast,M. Okafor,Mixed-Use Development,90344,P1,Disqualified,No budget
L-P1-03230,11/23/2024,Outbound SDR,Digital Signage,West,D. Singh,Enterprise Business,8000,P1,Qualified,
L-P1-03231,26-09-2024 00:00,Trade Show,Smart Buildings,West,D. Singh,Campus,8000,P1,Disqualified,No response
L-P1-03232,06-06-2024,Inbound Web Form,Video Analytics,Northeast,T. Chen,Multifamily Property,12007,P1,Disqualified,No response
L-P1-03233,08-05-2024,Existing Client Upsell,Smart Mobility (EV/Parking),West,S. Patel,Enterprise Business,56279,P1,Open,
L-P1-03234,11-11-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,M. Okafor,Mixed-Use Development,9860,P1,Qualified,
L-P1-03235,01-Aug-24,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,S. Patel,Campus,21493,P1,Open,
L-P1-03236,09/20/2024,Inbound Web Form,Digital Signage,West,D. Singh,Enterprise Business,67995,P1,Qualified,
L-P1-03237,06-08-2024 00:00,Existing Client Upsell,Smart Buildings,South,T. Chen,Campus,50591,P1,Disqualified,Duplicate
L-P1-03238,16-Aug-24,Inbound Web Form,Smart Lighting,South,J. Sullivan,Campus,54762,P1,Disqualified,No budget
L-P1-03239,21-May-24,Cold Outreach,Video Analytics,West,S. Patel,Municipality,44220,P1,Open,
L-P1-03240,02/15/2024,Partner Referral,Smart Lighting,South,J. Sullivan,Enterprise Business,34510,P1,Open,
L-P1-03241,05-08-2024,Trade Show,Video Analytics,West,T. Chen,Multifamily Property,54585,P1,Qualified,
L-P1-03242,12-12-2024 00:00,Cold Outreach,Smart Buildings,South,L. Fitzgerald,Multifamily Property,59474,P1,Qualified,
L-P1-03243,08-Aug-24,Trade Show,Smart Buildings,Northeast,J. Sullivan,Campus,16660,P1,Disqualified,No response
L-P1-03244,15-Jul-24,Trade Show,Digital Signage,Northeast,T. Chen,Multifamily Property,107287,P1,Qualified,
L-P1-03245,21-Jan-24,Outbound SDR,Digital Signage,South,R. Alvarez,Campus,23365,P1,Open,
L-P1-03246,10-10-2024,Inbound Web Form,Smart Mobility (EV/Parking),West,S. Patel,Campus,31144,P1,Open,
L-P1-03247,26-02-2024 00:00,Existing Client Upsell,Smart Lighting,South,D. Singh,Municipality,59661,P1,Disqualified,No budget
L-P1-03248,10-12-2024 00:00,Trade Show,Video Analytics,Northeast,K. Romano,Campus,42937,P1,Open,
L-P1-03249,08/25/2024,Inbound Web Form,Smart Mobility (EV/Parking),,R. Alvarez,Enterprise Business,46517,P1,Open,
L-P1-03250,08/28/2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,D. Singh,Campus,11701,P1,Open,
L-P1-03251,26-05-2024,Partner Referral,Smart Mobility (EV/Parking),Midwest,M. Okafor,Multifamily Property,28655,P1,Open,
L-P1-03252,28-Nov-24,Outbound SDR,Smart Mobility (EV/Parking),South,S. Patel,Mixed-Use Development,22519,P1,Qualified,
L-P1-03253,10-Nov-24,Outbound SDR,Smart Mobility (EV/Parking),West,T. Chen,Multifamily Property,47310,P1,Open,
L-P1-03254,20-03-2024 00:00,Partner Referral,Smart Buildings,Midwest,K. Romano,Enterprise Business,31531,P1,Open,
L-P1-03255,07/20/2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,M. Okafor,Campus,31832,P1,Open,
L-P1-03256,02-06-2024,Inbound Web Form,Video Analytics,Northeast,S. Patel,Mixed-Use Development,23965,P1,Open,
L-P1-03257,01/31/2024,Outbound SDR,Digital Signage,South,L. Fitzgerald,Enterprise Business,10635,P1,Open,
L-P1-03258,05-Apr-24,Cold Outreach,Video Analytics,Midwest,D. Singh,Campus,81095,P1,Open,
L-P1-03259,16-Nov-24,Inbound Web Form,Video Analytics,West,M. Okafor,Campus,103345,P1,Qualified,
L-P1-03260,04-03-2024,Outbound SDR,Digital Signage,South,T. Chen,Multifamily Property,37960,P1,Open,
L-P1-03261,18-04-2024 00:00,Outbound SDR,Digital Signage,Midwest,R. Alvarez,Campus,46553,P1,Disqualified,Wrong fit
L-P1-03262,04-11-2024,Trade Show,Smart Lighting,West,L. Fitzgerald,Municipality,54146,P1,Qualified,
L-P1-03263,22-09-2024,Outbound SDR,Smart Mobility (EV/Parking),Northeast,K. Romano,Enterprise Business,62945,P1,Disqualified,No budget
L-P1-03264,09-12-2024,Partner Referral,Video Analytics,Midwest,S. Patel,Mixed-Use Development,9835,P1,Open,
L-P1-03265,17-09-2024 00:00,Partner Referral,Smart Mobility (EV/Parking),Midwest,T. Chen,Municipality,30460,P1,Open,
L-P1-03266,01-03-2024 00:00,Partner Referral,Digital Signage,West,M. Okafor,Mixed-Use Development,33519,P1,Open,
L-P1-03267,07/26/2024,Outbound SDR,Digital Signage,Midwest,D. Singh,Mixed-Use Development,53384,P1,Open,
L-P1-03268,29-07-2024,Inbound Web Form,Video Analytics,Northeast,T. Chen,Campus,32205,P1,Qualified,
L-P1-03269,05-06-2024,Inbound Web Form,Smart Buildings,South,R. Alvarez,Enterprise Business,23480,P1,Open,
L-P1-03270,18-Sep-24,Partner Referral,Smart Mobility (EV/Parking),Midwest,M. Okafor,Multifamily Property,18976,P1,Open,
L-P1-03271,28-10-2024 00:00,Outbound SDR,Digital Signage,West,R. Alvarez,Municipality,35263,P1,Qualified,
L-P1-03272,17-04-2024 00:00,Inbound Web Form,Digital Signage,Northeast,K. Romano,Municipality,80662,P1,Disqualified,No response
L-P1-03273,06-10-2024,Partner Referral,Smart Buildings,South,K. Romano,Municipality,,P1,Open,
L-P1-03274,26-Dec-24,Existing Client Upsell,Video Analytics,Northeast,D. Singh,Multifamily Property,36135,P1,Qualified,
L-P1-03275,10-Apr-24,Inbound Web Form,Digital Signage,Northeast,R. Alvarez,Multifamily Property,27884,P1,Open,
L-P1-03276,30-05-2024 00:00,Inbound Web Form,Video Analytics,Northeast,K. Romano,Campus,22934,P1,Qualified,
L-P1-03277,07-01-2024 00:00,Inbound Web Form,Smart Mobility (EV/Parking),West,M. Okafor,Municipality,13454,P1,Qualified,
L-P1-03278,08/19/2024,Inbound Web Form,Smart Buildings,Northeast,S. Patel,Multifamily Property,23389,P1,Disqualified,Wrong fit
L-P1-03279,08/16/2024,Inbound Web Form,Smart Lighting,Midwest,K. Romano,Campus,8000,P1,Qualified,
L-P1-03280,12/23/2024,Outbound SDR,Digital Signage,Midwest,T. Chen,Mixed-Use Development,25504,P1,Qualified,
L-P1-03281,01-05-2024 00:00,Outbound SDR,Digital Signage,Midwest,T. Chen,Multifamily Property,22255,P1,Open,
L-P1-03282,27-11-2024 00:00,Partner Referral,Digital Signage,Northeast,R. Alvarez,Multifamily Property,10124,P1,Open,
L-P1-03283,08-02-2024,Outbound SDR,Video Analytics,South,R. Alvarez,Mixed-Use Development,8000,P1,Qualified,
L-P1-03284,05-04-2024,Inbound Web Form,Digital Signage,South,D. Singh,Campus,22503,P1,Open,
L-P1-03285,05-02-2024,Outbound SDR,Video Analytics,Northeast,S. Patel,Municipality,29096,P1,Open,
L-P1-03286,08/30/2024,Inbound Web Form,Video Analytics,West,T. Chen,Enterprise Business,39127,P1,Qualified,
L-P1-03287,06-Jun-24,Cold Outreach,Smart Buildings,Northeast,S. Patel,Campus,19869,P1,Open,
L-P1-03288,22-04-2024 00:00,Outbound SDR,Video Analytics,Midwest,L. Fitzgerald,Enterprise Business,36381,P1,Open,
L-P1-03289,18-Mar-24,Partner Referral,Video Analytics,South,R. Alvarez,Municipality,8000,P1,Qualified,
L-P1-03290,04-01-2024,Outbound SDR,Smart Buildings,South,R. Alvarez,Mixed-Use Development,31901,P1,Open,
L-P1-03291,04-01-2024 00:00,Existing Client Upsell,Smart Buildings,Midwest,K. Romano,Municipality,37685,P1,Qualified,
L-P1-03292,16-Aug-24,Partner Referral,Smart Lighting,South,S. Patel,Campus,14207,P1,Open,
L-P1-03293,25-03-2024,Cold Outreach,Digital Signage,Midwest,M. Okafor,Campus,38672,P1,Disqualified,No budget
L-P1-03294,03-07-2024,Outbound SDR,Smart Buildings,South,D. Singh,Mixed-Use Development,44956,P1,Qualified,
L-P1-03295,25-11-2024,Outbound SDR,Video Analytics,West,K. Romano,Mixed-Use Development,17125,P1,Qualified,
L-P1-03296,07/19/2024,Inbound Web Form,Digital Signage,South,R. Alvarez,Municipality,81778,P1,Qualified,
L-P1-03297,21-Aug-24,Existing Client Upsell,Smart Buildings,South,D. Singh,Multifamily Property,64941,P1,Qualified,
L-P1-03298,07-02-2024 00:00,Inbound Web Form,Smart Lighting,Midwest,S. Patel,Campus,55867,P1,Disqualified,No budget
L-P1-03299,23-06-2024,Partner Referral,Smart Mobility (EV/Parking),South,S. Patel,Enterprise Business,56506,P1,Qualified,
L-P1-03300,21-Mar-24,Inbound Web Form,Smart Lighting,Midwest,D. Singh,Mixed-Use Development,29796,P1,Qualified,
L-P1-03301,21-03-2024 00:00,Partner Referral,Video Analytics,,K. Romano,Enterprise Business,15783,P1,Disqualified,Wrong fit
L-P1-03302,20-03-2024 00:00,Inbound Web Form,Video Analytics,Midwest,D. Singh,Multifamily Property,18717,P1,Qualified,
L-P1-03303,10/30/2024,Partner Referral,Digital Signage,South,L. Fitzgerald,Enterprise Business,110356,P1,Open,
L-P1-03304,22-04-2024,Inbound Web Form,Smart Buildings,Midwest,M. Okafor,Mixed-Use Development,22480,P1,Qualified,
L-P1-03305,02-Jan-24,Partner Referral,Video Analytics,,D. Singh,Municipality,20768,P1,Open,
L-P1-03306,01-05-2024,Trade Show,Digital Signage,South,R. Alvarez,Municipality,25233,P1,Qualified,
L-P1-03307,04-09-2024,Existing Client Upsell,Smart Lighting,Northeast,S. Patel,Municipality,11742,P1,Disqualified,No budget
L-P1-03308,08-07-2024 00:00,Outbound SDR,Smart Lighting,Midwest,K. Romano,Mixed-Use Development,8685,P1,Open,
L-P1-03309,22-07-2024 00:00,Outbound SDR,Smart Mobility (EV/Parking),Northeast,K. Romano,Enterprise Business,15070,P1,Qualified,
L-P1-03310,04-06-2024,Partner Referral,Smart Mobility (EV/Parking),South,R. Alvarez,Mixed-Use Development,25671,P1,Disqualified,Duplicate
L-P1-03311,29-05-2024,Inbound Web Form,Video Analytics,South,L. Fitzgerald,Multifamily Property,23195,P1,Disqualified,No response
L-P1-03312,03-12-2024,Partner Referral,Smart Buildings,Northeast,M. Okafor,Campus,97427,P1,Open,
L-P1-03313,01/18/2024,INBOUND WEB FORM,Video Analytics,MIDWEST,M. Okafor,Multifamily Property,26832,P1,Open,
L-P1-03314,02-04-2024,Inbound Web Form,Smart Buildings,South,T. Chen,Enterprise Business,36836,P1,Open,
L-P1-03315,13-09-2024,Trade Show,Smart Buildings,Northeast,S. Patel,Municipality,8397,P1,Qualified,
L-P1-03316,07-06-2024,Trade Show,Digital Signage,Midwest,M. Okafor,Mixed-Use Development,35145,P1,Qualified,
L-P1-03317,14-11-2024 00:00,Inbound Web Form,Digital Signage,West,L. Fitzgerald,Campus,45553,P1,Disqualified,Duplicate
L-P1-03318,11/24/2024,Outbound SDR,Smart Lighting,Midwest,R. Alvarez,Municipality,42541,P1,Open,
L-P1-03319,10/20/2024,Outbound SDR,Smart Lighting,Midwest,T. Chen,Multifamily Property,53950,P1,Qualified,
L-P1-03320,09/21/2024,Partner Referral,Digital Signage,West,D. Singh,Mixed-Use Development,41772,P1,Qualified,
L-P1-03321,21-04-2024 00:00,Outbound SDR,Smart Lighting,Northeast,R. Alvarez,Campus,42504,P1,Open,
L-P1-03322,08-Sep-24,Inbound Web Form,Smart Buildings,West,K. Romano,Multifamily Property,36331,P1,Disqualified,No budget
L-P1-03323,23-Feb-24,Inbound Web Form,Smart Buildings,Northeast,J. Sullivan,Campus,16904,P1,Open,
L-P1-03324,29-10-2024 00:00,Inbound Web Form,Smart Lighting,Midwest,J. Sullivan,Enterprise Business,180378,P1,Open,
L-P1-03325,28-Jun-24,Partner Referral,Digital Signage,South,S. Patel,Enterprise Business,142937,P1,Open,
L-P1-03326,14-Jun-24,Outbound SDR,Video Analytics,Northeast,R. Alvarez,Campus,60984,P1,Open,
L-P1-03327,03-08-2024 00:00,Outbound SDR,Smart Mobility (EV/Parking),Midwest,M. Okafor,Enterprise Business,39088,P1,Open,
L-P1-03328,11/26/2024,Cold Outreach,Smart Buildings,South,J. Sullivan,Mixed-Use Development,26972,P1,Disqualified,Duplicate
L-P1-03329,02/21/2024,Partner Referral,Video Analytics,West,T. Chen,Campus,72978,P1,Disqualified,Duplicate
L-P1-03330,05-02-2024,Outbound SDR,Digital Signage,Midwest,L. Fitzgerald,Multifamily Property,14320,P1,Disqualified,No response
L-P1-03331,07-04-2024,Partner Referral,Digital Signage,West,S. Patel,Enterprise Business,14630,P1,Open,
L-P1-03332,22-Jul-24,Inbound Web Form,Video Analytics,West,L. Fitzgerald,Campus,56902,P1,Open,
L-P1-03333,16-05-2024,Inbound Web Form,Digital Signage,West,K. Romano,Mixed-Use Development,9471,P1,Open,
L-P1-03334,11-12-2024 00:00,Outbound SDR,Digital Signage,Midwest,K. Romano,Multifamily Property,14419,P1,Open,
L-P1-03335,23-Mar-24,Outbound SDR,Smart Lighting,South,S. Patel,Enterprise Business,17163,P1,Open,
L-P1-03336,13-04-2024 00:00,Partner Referral,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Campus,27286,P1,Disqualified,Wrong fit
L-P1-03337,28-06-2024,Cold Outreach,Smart Lighting,Midwest,L. Fitzgerald,Municipality,29424,P1,Qualified,
L-P1-03338,25-06-2024,Existing Client Upsell,Digital Signage,Midwest,L. Fitzgerald,Campus,8000,P1,Qualified,
L-P1-03339,04-06-2024 00:00,Partner Referral,Smart Lighting,Northeast,D. Singh,Mixed-Use Development,17487,P1,Qualified,
L-P1-03340,13-Jan-24,Outbound SDR,Smart Lighting,West,S. Patel,Enterprise Business,99062,P1,Qualified,
L-P1-03341,29-06-2024,Outbound SDR,Smart Lighting,Northeast,S. Patel,Municipality,22410,P1,Qualified,
L-P1-03342,09-05-2024 00:00,PARTNER REFERRAL,Smart Buildings,WEST,K. Romano,Enterprise Business,25785,P1,Open,
L-P1-03343,20-Jul-24,Partner Referral,Digital Signage,Midwest,K. Romano,Multifamily Property,57055,P1,Qualified,
L-P1-03344,04-05-2024,Inbound Web Form,Smart Lighting,Northeast,D. Singh,Mixed-Use Development,19422,P1,Open,
L-P1-03345,24-03-2024,Cold Outreach,Video Analytics,Northeast,S. Patel,Multifamily Property,10244,P1,Open,
L-P1-03346,02-Dec-24,Partner Referral,Smart Buildings,Midwest,S. Patel,Enterprise Business,13377,P1,Qualified,
L-P1-03347,04-02-2024,Partner Referral,Video Analytics,Northeast,M. Okafor,Enterprise Business,52977,P1,Qualified,
L-P1-03348,03-Nov-24,Cold Outreach,Video Analytics,Midwest,R. Alvarez,Municipality,42405,P1,Disqualified,Wrong fit
L-P1-03349,09-Jul-24,Inbound Web Form,Smart Mobility (EV/Parking),West,L. Fitzgerald,Campus,28932,P1,Open,
L-P1-03350,10-09-2024,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,M. Okafor,Multifamily Property,42461,P1,Qualified,
L-P1-03351,04-May-24,PARTNER REFERRAL,Smart Lighting,WEST,K. Romano,Campus,28707,P1,Disqualified,No response
L-P1-03352,11-05-2024,Partner Referral,Video Analytics,West,M. Okafor,Municipality,31891,P1,Open,
L-P1-03353,05-06-2024,Existing Client Upsell,Smart Mobility (EV/Parking),South,R. Alvarez,Campus,29170,P1,Open,
L-P1-03354,07/16/2024,Inbound Web Form,Digital Signage,West,S. Patel,Multifamily Property,84156,P1,Open,
L-P1-03355,02-09-2024,Partner Referral,Smart Lighting,Midwest,K. Romano,Enterprise Business,106180,P1,Open,
L-P1-03356,01-12-2024,EXISTING CLIENT UPSELL,Smart Buildings,SOUTH,T. Chen,Enterprise Business,26040,P1,Disqualified,Duplicate
L-P1-03357,05-Mar-24,Existing Client Upsell,Smart Buildings,Midwest,J. Sullivan,Multifamily Property,12839,P1,Open,
L-P1-03358,03/15/2024,Cold Outreach,Smart Buildings,West,J. Sullivan,Campus,8282,P1,Open,
L-P1-03359,06-04-2024,Outbound SDR,Smart Lighting,Midwest,M. Okafor,Mixed-Use Development,32396,P1,Disqualified,No budget
L-P1-03360,06-01-2024,Inbound Web Form,Video Analytics,West,R. Alvarez,Multifamily Property,8000,P1,Disqualified,Duplicate
L-P1-03361,24-01-2024,Inbound Web Form,Video Analytics,Midwest,S. Patel,Municipality,20882,P1,Qualified,
L-P1-03362,23-03-2024 00:00,Partner Referral,Smart Lighting,South,T. Chen,Mixed-Use Development,14461,P1,Disqualified,No budget
L-P1-03363,10/24/2024,INBOUND WEB FORM,Digital Signage,MIDWEST,K. Romano,Campus,42420,P1,Open,
L-P1-03364,07/31/2024,Trade Show,Smart Lighting,West,L. Fitzgerald,Campus,32048,P1,Open,
L-P1-03365,16-11-2024,Inbound Web Form,Video Analytics,South,S. Patel,Multifamily Property,15170,P1,Open,
L-P1-03366,21-02-2024 00:00,Inbound Web Form,Smart Mobility (EV/Parking),West,K. Romano,Multifamily Property,32473,P1,Disqualified,No response
L-P1-03367,27-Nov-24,Trade Show,Digital Signage,West,K. Romano,Campus,35750,P1,Qualified,
L-P1-03368,22-04-2024,Inbound Web Form,Smart Lighting,West,K. Romano,Mixed-Use Development,9711,P1,Qualified,
L-P1-03369,16-Oct-24,OUTBOUND SDR,Smart Buildings,SOUTH,S. Patel,Multifamily Property,20821,P1,Open,
L-P1-03370,22-10-2024 00:00,Partner Referral,Smart Buildings,South,D. Singh,Municipality,14518,P1,Disqualified,No response
L-P1-03371,03-02-2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,T. Chen,Municipality,35792,P1,Qualified,
L-P1-03372,26-06-2024,Inbound Web Form,Smart Lighting,Midwest,T. Chen,Municipality,50315,P1,Disqualified,No response
L-P1-03373,08/20/2024,Outbound SDR,Smart Lighting,South,K. Romano,Municipality,36964,P1,Open,
L-P1-03374,30-Jan-24,Existing Client Upsell,Smart Mobility (EV/Parking),,T. Chen,Campus,20196,P1,Disqualified,No response
L-P1-03375,25-Dec-24,Partner Referral,Smart Buildings,Midwest,,Enterprise Business,20471,P1,Open,
L-P1-03376,10-12-2024,Outbound SDR,Smart Mobility (EV/Parking),West,S. Patel,Enterprise Business,15404,P1,Open,
L-P1-03377,16-10-2024 00:00,Existing Client Upsell,Smart Buildings,West,R. Alvarez,Mixed-Use Development,17613,P1,Open,
