index,lead_id,created_date,lead_source,product_line,region,nam_owner,client_type,deal_value_usd,period,lead_status,disqualified_reason,is_deal_value_outlier
4062,L-P2-00663,24-08-2025,Partner Referral,Smart Mobility (EV/Parking),Northeast,T. Chen,Enterprise Business,121512,P2,Disqualified,No budget,TRUE
4063,L-P2-00664,25-09-2025,Outbound Sdr,Smart Lighting,Northeast,J. Sullivan,Mixed-Use Development,20457,P2,Open,,FALSE
4064,L-P2-00665,21-07-2025,Partner Referral,Smart Mobility (EV/Parking),Northeast,J. Sullivan,Enterprise Business,42504,P2,Qualified,,FALSE
4065,L-P2-00666,14-04-2025,Outbound Sdr,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Campus,18580,P2,Open,,FALSE
4066,L-P2-00667,05-09-2025,Outbound Sdr,Smart Mobility (EV/Parking),South,D. Singh,Multifamily Property,18646,P2,Open,,FALSE
4067,L-P2-00668,29-08-2025,Outbound Sdr,Smart Buildings,Northeast,R. Alvarez,Campus,10365,P2,Disqualified,No response,FALSE
4068,L-P2-00669,03-03-2025,Trade Show,Smart Mobility (EV/Parking),South,R. Alvarez,Enterprise Business,28468,P2,Open,,FALSE
4069,L-P2-00670,27-09-2025,Outbound Sdr,Digital Signage,Midwest,S. Patel,Multifamily Property,14936,P2,Qualified,,FALSE
4070,L-P2-00671,07-06-2025,Existing Client Upsell,Video Analytics,Northeast,L. Fitzgerald,Municipality,20950,P2,Open,,FALSE
4071,L-P2-00672,29-08-2025,Inbound Web Form,Video Analytics,Northeast,R. Alvarez,Multifamily Property,23881,P2,Qualified,,FALSE
4072,L-P2-00673,18-05-2025,Cold Outreach,Smart Buildings,Northeast,J. Sullivan,Mixed-Use Development,47460,P2,Disqualified,Wrong fit,FALSE
4073,L-P2-00674,29-07-2025,Outbound Sdr,Smart Lighting,South,R. Alvarez,Enterprise Business,8000,P2,Qualified,,FALSE
4074,L-P2-00675,29-05-2025,Outbound Sdr,Smart Mobility (EV/Parking),West,R. Alvarez,Enterprise Business,134210,P2,Qualified,,TRUE
4075,L-P2-00676,15-03-2025,Partner Referral,Video Analytics,Northeast,R. Alvarez,Mixed-Use Development,50125,P2,Open,,FALSE
4076,L-P2-00677,28-03-2025,Existing Client Upsell,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Campus,61297,P2,Qualified,,FALSE
4077,L-P2-00678,11-06-2025,Inbound Web Form,Digital Signage,Midwest,L. Fitzgerald,Campus,56366,P2,Qualified,,FALSE
4078,L-P2-00679,18-02-2025,Existing Client Upsell,Smart Lighting,South,S. Patel,Municipality,39518,P2,Open,,FALSE
4079,L-P2-00680,05-06-2025,Existing Client Upsell,Digital Signage,West,K. Romano,Mixed-Use Development,23339,P2,Open,,FALSE
4080,L-P2-00681,22-06-2025,Outbound Sdr,Video Analytics,West,M. Okafor,Municipality,10206,P2,Open,,FALSE
4081,L-P2-00682,01-12-2025,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,T. Chen,Multifamily Property,47100,P2,Disqualified,No response,FALSE
4082,L-P2-00683,05-06-2025,Existing Client Upsell,Smart Buildings,Northeast,K. Romano,Mixed-Use Development,19537,P2,Qualified,,FALSE
4083,L-P2-00684,12-02-2025,Existing Client Upsell,Video Analytics,Northeast,M. Okafor,Enterprise Business,28652,P2,Disqualified,Wrong fit,FALSE
4084,L-P2-00685,20-03-2025,Inbound Web Form,Digital Signage,Northeast,T. Chen,Campus,62691,P2,Open,,FALSE
4085,L-P2-00686,15-01-2025,Existing Client Upsell,Video Analytics,Northeast,D. Singh,Enterprise Business,20692,P2,Open,,FALSE
4086,L-P2-00687,31-03-2025,Inbound Web Form,Video Analytics,West,T. Chen,Enterprise Business,19571,P2,Open,,FALSE
4087,L-P2-00688,13-05-2025,Inbound Web Form,Smart Buildings,West,J. Sullivan,Mixed-Use Development,15930,P2,Open,,FALSE
4088,L-P2-00689,01-05-2025,Trade Show,Digital Signage,Midwest,D. Singh,Municipality,20415,P2,Open,,FALSE
4089,L-P2-00690,27-05-2025,Trade Show,Video Analytics,Midwest,S. Patel,Campus,17383,P2,Open,,FALSE
4090,L-P2-00691,16-09-2025,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,M. Okafor,Campus,19188,P2,Open,,FALSE
4091,L-P2-00692,08-04-2025,Existing Client Upsell,Digital Signage,Northeast,K. Romano,Enterprise Business,52640,P2,Open,,FALSE
4092,L-P2-00693,21-04-2025,Inbound Web Form,Smart Lighting,Northeast,J. Sullivan,Campus,78344,P2,Open,,FALSE
4093,L-P2-00694,19-03-2025,Cold Outreach,Smart Buildings,South,T. Chen,Enterprise Business,40190,P2,Open,,FALSE
4094,L-P2-00695,26-06-2025,Outbound Sdr,Smart Buildings,Midwest,R. Alvarez,Enterprise Business,109029,P2,Qualified,,TRUE
4095,L-P2-00696,20-08-2025,Partner Referral,Smart Lighting,Midwest,K. Romano,Municipality,20193,P2,Qualified,,FALSE
4096,L-P2-00697,04-07-2025,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,D. Singh,Multifamily Property,25059,P2,Open,,FALSE
4097,L-P2-00698,08-03-2025,Existing Client Upsell,Smart Lighting,Northeast,K. Romano,Enterprise Business,17588,P2,Qualified,,FALSE
4098,L-P2-00699,22-01-2025,Outbound Sdr,Smart Buildings,Northeast,D. Singh,Multifamily Property,19881,P2,Qualified,,FALSE
4099,L-P2-00700,16-02-2025,Existing Client Upsell,Smart Lighting,Northeast,J. Sullivan,Enterprise Business,40075,P2,Disqualified,Duplicate,FALSE
4100,L-P2-00701,21-06-2025,Trade Show,Video Analytics,South,L. Fitzgerald,Mixed-Use Development,18368,P2,Open,,FALSE
4101,L-P2-00702,08-05-2025,Partner Referral,Digital Signage,West,T. Chen,Campus,11262,P2,Open,,FALSE
4102,L-P2-00703,13-09-2025,Partner Referral,Smart Buildings,South,S. Patel,Multifamily Property,71885,P2,Disqualified,No budget,FALSE
4103,L-P2-00704,06-03-2025,Trade Show,Digital Signage,Midwest,S. Patel,Multifamily Property,28134,P2,Open,,FALSE
4104,L-P2-00705,11-09-2025,Outbound Sdr,Digital Signage,Northeast,S. Patel,Multifamily Property,34275,P2,Disqualified,Wrong fit,FALSE
4105,L-P2-00706,30-01-2025,Trade Show,Smart Lighting,Northeast,J. Sullivan,Campus,8000,P2,Open,,FALSE
4106,L-P2-00707,20-01-2025,Inbound Web Form,Smart Lighting,South,T. Chen,Municipality,44693,P2,Open,,FALSE
4107,L-P2-00708,06-04-2025,Inbound Web Form,Digital Signage,Northeast,K. Romano,Campus,8000,P2,Open,,FALSE
4108,L-P2-00709,07-03-2025,Inbound Web Form,Video Analytics,Midwest,D. Singh,Municipality,39498,P2,Qualified,,FALSE
4109,L-P2-00710,01-03-2025,Cold Outreach,Video Analytics,Northeast,J. Sullivan,Municipality,28911,P2,Open,,FALSE
4110,L-P2-00711,12-07-2025,Cold Outreach,Digital Signage,Midwest,D. Singh,Enterprise Business,18607,P2,Qualified,,FALSE
4111,L-P2-00712,18-09-2025,Outbound Sdr,Smart Mobility (EV/Parking),South,L. Fitzgerald,Municipality,33638,P2,Open,,FALSE
4112,L-P2-00713,19-09-2025,Cold Outreach,Smart Lighting,Midwest,M. Okafor,Enterprise Business,32332,P2,Open,,FALSE
4113,L-P2-00714,27-05-2025,Outbound Sdr,Digital Signage,West,K. Romano,Campus,33889,P2,Qualified,,FALSE
4114,L-P2-00715,11-08-2025,Outbound Sdr,Digital Signage,Midwest,R. Alvarez,Campus,56226,P2,Open,,FALSE
4115,L-P2-00716,27-04-2025,Trade Show,Smart Mobility (EV/Parking),South,M. Okafor,Mixed-Use Development,26349,P2,Open,,FALSE
4116,L-P2-00717,25-07-2025,Outbound Sdr,Smart Buildings,Midwest,D. Singh,Mixed-Use Development,46395,P2,Disqualified,No budget,FALSE
4117,L-P2-00718,20-09-2025,Outbound Sdr,Smart Buildings,Midwest,R. Alvarez,Campus,18516,P2,Disqualified,No response,FALSE
4118,L-P2-00719,02-04-2025,Inbound Web Form,Digital Signage,West,T. Chen,Enterprise Business,30005,P2,Qualified,,FALSE
4119,L-P2-00720,06-07-2025,Existing Client Upsell,Smart Buildings,Midwest,R. Alvarez,Mixed-Use Development,48663,P2,Open,,FALSE
4120,L-P2-00721,15-07-2025,Inbound Web Form,Digital Signage,South,D. Singh,Multifamily Property,65731,P2,Qualified,,FALSE
4121,L-P2-00722,23-07-2025,Outbound Sdr,Video Analytics,South,R. Alvarez,Municipality,22717,P2,Open,,FALSE
4122,L-P2-00723,21-01-2025,Trade Show,Smart Buildings,Northeast,M. Okafor,Campus,31068,P2,Disqualified,Wrong fit,FALSE
4123,L-P2-00724,25-09-2025,Trade Show,Video Analytics,South,J. Sullivan,Enterprise Business,8000,P2,Qualified,,FALSE
4124,L-P2-00725,16-03-2025,Inbound Web Form,Smart Lighting,Midwest,M. Okafor,Multifamily Property,34677,P2,Open,,FALSE
4125,L-P2-00726,19-08-2025,Partner Referral,Smart Buildings,Unknown,K. Romano,Municipality,32725,P2,Open,,FALSE
4126,L-P2-00727,21-04-2025,Partner Referral,Video Analytics,Northeast,T. Chen,Multifamily Property,32927,P2,Disqualified,No response,FALSE
4127,L-P2-00728,26-01-2025,Trade Show,Smart Buildings,Midwest,L. Fitzgerald,Campus,14593,P2,Open,,FALSE
4128,L-P2-00729,28-04-2025,Existing Client Upsell,Video Analytics,West,M. Okafor,Mixed-Use Development,27934,P2,Open,,FALSE
4129,L-P2-00730,11-01-2025,Existing Client Upsell,Video Analytics,West,J. Sullivan,Enterprise Business,17305,P2,Disqualified,Wrong fit,FALSE
4130,L-P2-00731,24-01-2025,Partner Referral,Smart Mobility (EV/Parking),South,S. Patel,Municipality,8000,P2,Disqualified,No budget,FALSE
4131,L-P2-00732,01-05-2025,Inbound Web Form,Smart Lighting,South,M. Okafor,Mixed-Use Development,31984,P2,Open,,FALSE
4132,L-P2-00733,18-06-2025,Inbound Web Form,Video Analytics,South,R. Alvarez,Multifamily Property,17320,P2,Disqualified,Duplicate,FALSE
4133,L-P2-00734,26-02-2025,Inbound Web Form,Video Analytics,Northeast,M. Okafor,Multifamily Property,50248,P2,Open,,FALSE
4134,L-P2-00735,03-05-2025,Outbound Sdr,Smart Lighting,South,L. Fitzgerald,Multifamily Property,31510,P2,Disqualified,Wrong fit,FALSE
4135,L-P2-00736,06-04-2025,Outbound Sdr,Smart Lighting,Northeast,K. Romano,Campus,45035,P2,Open,,FALSE
4136,L-P2-00737,20-01-2025,Existing Client Upsell,Digital Signage,Northeast,J. Sullivan,Enterprise Business,28829,P2,Disqualified,Wrong fit,FALSE
4137,L-P2-00738,18-05-2025,Inbound Web Form,Smart Buildings,West,D. Singh,Multifamily Property,20507,P2,Qualified,,FALSE
4138,L-P2-00739,27-04-2025,Partner Referral,Digital Signage,Midwest,J. Sullivan,Multifamily Property,18621,P2,Open,,FALSE
4139,L-P2-00740,08-08-2025,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Municipality,17561,P2,Open,,FALSE
4140,L-P2-00741,26-01-2025,Inbound Web Form,Digital Signage,South,K. Romano,Campus,44623,P2,Disqualified,No response,FALSE
4141,L-P2-00742,15-06-2025,Partner Referral,Smart Buildings,Northeast,K. Romano,Enterprise Business,19376,P2,Open,,FALSE
4142,L-P2-00743,14-05-2025,Outbound Sdr,Video Analytics,West,D. Singh,Campus,88046,P2,Qualified,,TRUE
4143,L-P2-00744,08-06-2025,Partner Referral,Smart Buildings,South,J. Sullivan,Campus,10372,P2,Disqualified,Wrong fit,FALSE
4144,L-P2-00745,17-06-2025,Existing Client Upsell,Smart Mobility (EV/Parking),South,S. Patel,Enterprise Business,42610,P2,Open,,FALSE
4145,L-P2-00746,22-08-2025,Trade Show,Digital Signage,West,S. Patel,Enterprise Business,22520,P2,Qualified,,FALSE
4146,L-P2-00747,03-04-2025,Outbound Sdr,Smart Buildings,West,J. Sullivan,Multifamily Property,44729,P2,Qualified,,FALSE
4147,L-P2-00748,21-01-2025,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,D. Singh,Mixed-Use Development,19686,P2,Open,,FALSE
4148,L-P2-00749,24-03-2025,Inbound Web Form,Video Analytics,South,S. Patel,Multifamily Property,9644,P2,Disqualified,Duplicate,FALSE
4149,L-P2-00750,01-12-2025,Inbound Web Form,Smart Buildings,Midwest,T. Chen,Enterprise Business,31331,P2,Open,,FALSE
4150,L-P2-00751,31-05-2025,Outbound Sdr,Smart Lighting,South,K. Romano,Municipality,30372,P2,Open,,FALSE
4151,L-P2-00752,17-06-2025,Outbound Sdr,Smart Lighting,South,S. Patel,Municipality,47686,P2,Open,,FALSE
4152,L-P2-00753,19-01-2025,Inbound Web Form,Video Analytics,Midwest,M. Okafor,Enterprise Business,98956,P2,Open,,TRUE
4153,L-P2-00754,06-01-2025,Existing Client Upsell,Digital Signage,West,K. Romano,Campus,9672,P2,Qualified,,FALSE
4154,L-P2-00755,05-04-2025,Trade Show,Video Analytics,South,Unassigned,Mixed-Use Development,56034,P2,Disqualified,Wrong fit,FALSE
4155,L-P2-00756,15-09-2025,Inbound Web Form,Video Analytics,South,R. Alvarez,Multifamily Property,22908,P2,Qualified,,FALSE
4156,L-P2-00757,09-05-2025,Existing Client Upsell,Video Analytics,Midwest,T. Chen,Enterprise Business,12595,P2,Disqualified,Duplicate,FALSE
4157,L-P2-00758,04-12-2025,Cold Outreach,Digital Signage,Northeast,M. Okafor,Campus,46026,P2,Disqualified,No response,FALSE
4158,L-P2-00759,21-04-2025,Outbound Sdr,Smart Mobility (EV/Parking),West,R. Alvarez,Enterprise Business,8248,P2,Open,,FALSE
4159,L-P2-00760,21-06-2025,Inbound Web Form,Smart Mobility (EV/Parking),South,D. Singh,Multifamily Property,41950,P2,Disqualified,Wrong fit,FALSE
4160,L-P2-00761,07-08-2025,Outbound Sdr,Smart Buildings,West,S. Patel,Campus,44764,P2,Open,,FALSE
4161,L-P2-00762,30-09-2025,Inbound Web Form,Smart Lighting,Northeast,L. Fitzgerald,Campus,61968,P2,Disqualified,Duplicate,FALSE
4162,L-P2-00763,19-03-2025,Inbound Web Form,Digital Signage,Midwest,T. Chen,Mixed-Use Development,19471,P2,Disqualified,Duplicate,FALSE
4163,L-P2-00764,29-04-2025,Cold Outreach,Smart Mobility (EV/Parking),South,R. Alvarez,Campus,48591,P2,Disqualified,No response,FALSE
4164,L-P2-00765,16-09-2025,Inbound Web Form,Smart Mobility (EV/Parking),South,D. Singh,Municipality,40994,P2,Disqualified,Duplicate,FALSE
4165,L-P2-00766,29-08-2025,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,M. Okafor,Multifamily Property,53847,P2,Disqualified,Wrong fit,FALSE
4166,L-P2-00767,22-09-2025,Outbound Sdr,Digital Signage,Midwest,Unassigned,Campus,8000,P2,Open,,FALSE
4167,L-P2-00768,03-05-2025,Outbound Sdr,Smart Lighting,Northeast,K. Romano,Enterprise Business,10121,P2,Disqualified,Wrong fit,FALSE
4168,L-P2-00769,03-08-2025,Existing Client Upsell,Smart Lighting,West,L. Fitzgerald,Campus,33685,P2,Qualified,,FALSE
4169,L-P2-00770,31-08-2025,Outbound Sdr,Video Analytics,West,S. Patel,Campus,29741,P2,Disqualified,No budget,FALSE
4170,L-P2-00771,24-06-2025,Inbound Web Form,Smart Buildings,Northeast,R. Alvarez,Multifamily Property,26066,P2,Qualified,,FALSE
4171,L-P2-00772,28-02-2025,Inbound Web Form,Smart Lighting,Midwest,T. Chen,Municipality,31509,P2,Open,,FALSE
4172,L-P2-00773,27-07-2025,Outbound Sdr,Digital Signage,Midwest,S. Patel,Enterprise Business,18173,P2,Open,,FALSE
4173,L-P2-00774,08-04-2025,Partner Referral,Smart Lighting,West,J. Sullivan,Enterprise Business,51595,P2,Qualified,,FALSE
4174,L-P2-00775,07-06-2025,Trade Show,Smart Lighting,West,K. Romano,Campus,33356,P2,Disqualified,Wrong fit,FALSE
4175,L-P2-00776,06-03-2025,Inbound Web Form,Smart Lighting,South,T. Chen,Mixed-Use Development,21243,P2,Disqualified,Wrong fit,FALSE
4176,L-P2-00777,04-11-2025,Outbound Sdr,Video Analytics,South,T. Chen,Mixed-Use Development,49907,P2,Open,,FALSE
4177,L-P2-00778,14-05-2025,Existing Client Upsell,Smart Lighting,Northeast,K. Romano,Campus,19726,P2,Qualified,,FALSE
4178,L-P2-00779,03-05-2025,Inbound Web Form,Smart Mobility (EV/Parking),South,T. Chen,Municipality,38014,P2,Disqualified,Duplicate,FALSE
4179,L-P2-00780,21-08-2025,Existing Client Upsell,Digital Signage,South,J. Sullivan,Campus,15774,P2,Open,,FALSE
4180,L-P2-00781,04-07-2025,Outbound Sdr,Smart Lighting,Northeast,L. Fitzgerald,Campus,22156,P2,Disqualified,Duplicate,FALSE
4181,L-P2-00782,15-08-2025,Outbound Sdr,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Mixed-Use Development,30759,P2,Disqualified,Duplicate,FALSE
4182,L-P2-00783,15-02-2025,Outbound Sdr,Smart Buildings,West,L. Fitzgerald,Campus,25814,P2,Open,,FALSE
4183,L-P2-00784,13-04-2025,Outbound Sdr,Smart Lighting,West,S. Patel,Multifamily Property,28989,P2,Open,,FALSE
4184,L-P2-00785,05-02-2025,Trade Show,Digital Signage,West,S. Patel,Enterprise Business,41055,P2,Qualified,,FALSE
4185,L-P2-00786,19-04-2025,Cold Outreach,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Campus,34238,P2,Open,,FALSE
4186,L-P2-00787,15-03-2025,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Campus,58315,P2,Disqualified,Duplicate,FALSE
4187,L-P2-00788,28-06-2025,Inbound Web Form,Digital Signage,West,K. Romano,Enterprise Business,36667,P2,Qualified,,FALSE
4188,L-P2-00789,30-06-2025,Partner Referral,Smart Mobility (EV/Parking),South,M. Okafor,Multifamily Property,65281,P2,Open,,FALSE
4189,L-P2-00790,08-06-2025,Cold Outreach,Video Analytics,Unknown,M. Okafor,Municipality,19520,P2,Qualified,,FALSE
4190,L-P2-00791,01-05-2025,Partner Referral,Smart Lighting,West,M. Okafor,Enterprise Business,12232,P2,Open,,FALSE
4191,L-P2-00792,13-06-2025,Partner Referral,Smart Lighting,South,T. Chen,Enterprise Business,16140,P2,Disqualified,Wrong fit,FALSE
4192,L-P2-00793,13-01-2025,Partner Referral,Smart Buildings,Midwest,R. Alvarez,Enterprise Business,13993,P2,Disqualified,Duplicate,FALSE
4193,L-P2-00794,29-06-2025,Inbound Web Form,Smart Buildings,West,K. Romano,Campus,52611,P2,Disqualified,No budget,FALSE
4194,L-P2-00795,03-01-2025,Inbound Web Form,Smart Buildings,Midwest,J. Sullivan,Multifamily Property,21952,P2,Open,,FALSE
4195,L-P2-00796,23-09-2025,Trade Show,Video Analytics,West,L. Fitzgerald,Multifamily Property,10165,P2,Qualified,,FALSE
4196,L-P2-00797,20-07-2025,Existing Client Upsell,Digital Signage,Northeast,R. Alvarez,Campus,22432,P2,Open,,FALSE
4197,L-P2-00798,25-03-2025,Trade Show,Smart Lighting,Northeast,S. Patel,Mixed-Use Development,8915,P2,Open,,FALSE
4198,L-P2-00799,15-09-2025,Cold Outreach,Video Analytics,Northeast,R. Alvarez,Campus,14480,P2,Disqualified,Wrong fit,FALSE
4199,L-P2-00800,02-12-2025,Inbound Web Form,Digital Signage,Midwest,J. Sullivan,Campus,83410,P2,Open,,TRUE
4200,L-P2-00801,05-03-2025,Partner Referral,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Municipality,38718,P2,Disqualified,Duplicate,FALSE
4201,L-P2-00802,10-07-2025,Outbound Sdr,Smart Lighting,West,T. Chen,Municipality,36672,P2,Open,,FALSE
4202,L-P2-00803,14-07-2025,Inbound Web Form,Smart Lighting,South,K. Romano,Enterprise Business,41534,P2,Open,,FALSE
4203,L-P2-00804,12-07-2025,Partner Referral,Video Analytics,South,R. Alvarez,Campus,47348,P2,Qualified,,FALSE
4204,L-P2-00805,12-01-2025,Partner Referral,Video Analytics,West,J. Sullivan,Campus,18841,P2,Open,,FALSE
4205,L-P2-00806,30-06-2025,Inbound Web Form,Smart Lighting,West,R. Alvarez,Multifamily Property,27992,P2,Open,,FALSE
4206,L-P2-00807,05-11-2025,Trade Show,Smart Lighting,West,T. Chen,Enterprise Business,29331,P2,Qualified,,FALSE
4207,L-P2-00808,20-08-2025,Cold Outreach,Smart Buildings,Midwest,S. Patel,Municipality,32922,P2,Disqualified,No budget,FALSE
4208,L-P2-00809,31-01-2025,Partner Referral,Smart Mobility (EV/Parking),West,J. Sullivan,Enterprise Business,14947,P2,Open,,FALSE
4209,L-P2-00810,12-07-2025,Inbound Web Form,Video Analytics,West,T. Chen,Mixed-Use Development,30308,P2,Qualified,,FALSE
4210,L-P2-00811,03-01-2025,Inbound Web Form,Video Analytics,Midwest,T. Chen,Enterprise Business,26092,P2,Open,,FALSE
4211,L-P2-00812,26-05-2025,Inbound Web Form,Digital Signage,South,S. Patel,Campus,37484,P2,Disqualified,No response,FALSE
4212,L-P2-00813,21-08-2025,Trade Show,Digital Signage,South,M. Okafor,Enterprise Business,31808,P2,Open,,FALSE
4213,L-P2-00814,30-04-2025,Outbound Sdr,Smart Mobility (EV/Parking),South,D. Singh,Multifamily Property,23814,P2,Disqualified,No budget,FALSE
4214,L-P2-00815,18-04-2025,Inbound Web Form,Smart Mobility (EV/Parking),South,S. Patel,Municipality,37790,P2,Open,,FALSE
4215,L-P2-00816,19-06-2025,Inbound Web Form,Digital Signage,Northeast,M. Okafor,Campus,21215,P2,Open,,FALSE
4216,L-P2-00817,11-07-2025,Outbound Sdr,Digital Signage,Midwest,T. Chen,Municipality,50588,P2,Qualified,,FALSE
4217,L-P2-00818,08-12-2025,Inbound Web Form,Digital Signage,Northeast,T. Chen,Multifamily Property,42775,P2,Qualified,,FALSE
4218,L-P2-00819,07-08-2025,Partner Referral,Smart Buildings,South,K. Romano,Enterprise Business,100594,P2,Open,,TRUE
4219,L-P2-00820,21-08-2025,Outbound Sdr,Smart Mobility (EV/Parking),Northeast,M. Okafor,Enterprise Business,37292,P2,Qualified,,FALSE
4220,L-P2-00821,30-05-2025,Inbound Web Form,Smart Buildings,West,M. Okafor,Mixed-Use Development,12743,P2,Qualified,,FALSE
4221,L-P2-00822,25-06-2025,Existing Client Upsell,Smart Buildings,South,T. Chen,Campus,27708,P2,Open,,FALSE
4222,L-P2-00823,11-01-2025,Existing Client Upsell,Digital Signage,West,L. Fitzgerald,Enterprise Business,19849,P2,Disqualified,Wrong fit,FALSE
4223,L-P2-00824,05-01-2025,Inbound Web Form,Video Analytics,Northeast,K. Romano,Mixed-Use Development,19917,P2,Open,,FALSE
4224,L-P2-00825,24-09-2025,Trade Show,Digital Signage,West,D. Singh,Municipality,8000,P2,Open,,FALSE
4225,L-P2-00826,06-06-2025,Inbound Web Form,Smart Buildings,Northeast,T. Chen,Mixed-Use Development,38985,P2,Disqualified,No budget,FALSE
4226,L-P2-00827,18-06-2025,Outbound Sdr,Video Analytics,West,L. Fitzgerald,Mixed-Use Development,11378,P2,Disqualified,No response,FALSE
4227,L-P2-00828,09-11-2025,Trade Show,Digital Signage,Northeast,Unassigned,Multifamily Property,50523,P2,Open,,FALSE
4228,L-P2-00829,05-10-2025,Partner Referral,Video Analytics,Northeast,M. Okafor,Mixed-Use Development,45728,P2,Qualified,,FALSE
4229,L-P2-00830,06-07-2025,Inbound Web Form,Video Analytics,Northeast,D. Singh,Municipality,30812,P2,Open,,FALSE
4230,L-P2-00831,15-08-2025,Outbound Sdr,Digital Signage,Midwest,S. Patel,Mixed-Use Development,10344,P2,Open,,FALSE
4231,L-P2-00832,17-07-2025,Trade Show,Video Analytics,South,K. Romano,Campus,11155,P2,Disqualified,Wrong fit,FALSE
4232,L-P2-00833,05-08-2025,Existing Client Upsell,Smart Mobility (EV/Parking),West,T. Chen,Campus,45701,P2,Open,,FALSE
4233,L-P2-00834,05-07-2025,Cold Outreach,Digital Signage,Midwest,M. Okafor,Enterprise Business,32175,P2,Qualified,,FALSE
4234,L-P2-00835,12-01-2025,Outbound Sdr,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Mixed-Use Development,46119,P2,Open,,FALSE
4235,L-P2-00836,12-02-2025,Trade Show,Smart Lighting,Northeast,M. Okafor,Multifamily Property,37025,P2,Disqualified,Wrong fit,FALSE
4236,L-P2-00837,09-01-2025,Inbound Web Form,Smart Buildings,South,R. Alvarez,Municipality,10331,P2,Open,,FALSE
4237,L-P2-00838,01-11-2025,Existing Client Upsell,Smart Lighting,West,L. Fitzgerald,Enterprise Business,25758,P2,Qualified,,FALSE
4238,L-P2-00839,29-03-2025,Outbound Sdr,Smart Mobility (EV/Parking),Midwest,Unassigned,Multifamily Property,17418,P2,Disqualified,No response,FALSE
4239,L-P2-00840,26-08-2025,Outbound Sdr,Video Analytics,South,S. Patel,Mixed-Use Development,70520,P2,Qualified,,FALSE
4240,L-P2-00841,06-07-2025,Existing Client Upsell,Video Analytics,West,L. Fitzgerald,Enterprise Business,43416,P2,Open,,FALSE
4241,L-P2-00842,23-08-2025,Inbound Web Form,Smart Lighting,Midwest,R. Alvarez,Campus,29980,P2,Disqualified,Duplicate,FALSE
4242,L-P2-00843,25-08-2025,Partner Referral,Digital Signage,West,R. Alvarez,Campus,92259,P2,Disqualified,No response,TRUE
4243,L-P2-00844,30-05-2025,Partner Referral,Smart Buildings,South,T. Chen,Mixed-Use Development,26913,P2,Open,,FALSE
4244,L-P2-00845,25-04-2025,Existing Client Upsell,Digital Signage,Midwest,M. Okafor,Mixed-Use Development,10174,P2,Disqualified,No response,FALSE
4245,L-P2-00846,10-07-2025,Inbound Web Form,Smart Buildings,Northeast,M. Okafor,Campus,72995,P2,Open,,FALSE
4246,L-P2-00847,01-09-2025,Inbound Web Form,Video Analytics,Northeast,M. Okafor,Municipality,117050,P2,Qualified,,TRUE
4247,L-P2-00848,03-01-2025,Partner Referral,Smart Lighting,West,L. Fitzgerald,Campus,46468,P2,Disqualified,Duplicate,FALSE
4248,L-P2-00849,06-06-2025,Partner Referral,Video Analytics,Midwest,K. Romano,Multifamily Property,40704,P2,Qualified,,FALSE
4249,L-P2-00850,22-06-2025,Inbound Web Form,Digital Signage,West,J. Sullivan,Campus,53573,P2,Open,,FALSE
4250,L-P2-00851,10-05-2025,Partner Referral,Smart Mobility (EV/Parking),West,S. Patel,Campus,37781,P2,Qualified,,FALSE
4251,L-P2-00852,26-06-2025,Outbound Sdr,Video Analytics,West,T. Chen,Enterprise Business,81421,P2,Qualified,,TRUE
4252,L-P2-00853,15-03-2025,Partner Referral,Smart Buildings,Midwest,S. Patel,Multifamily Property,20461,P2,Open,,FALSE
4253,L-P2-00854,13-01-2025,Partner Referral,Smart Buildings,South,Unassigned,Municipality,37184,P2,Disqualified,Wrong fit,FALSE
4254,L-P2-00855,23-04-2025,Outbound Sdr,Smart Lighting,Northeast,L. Fitzgerald,Multifamily Property,46032,P2,Open,,FALSE
4255,L-P2-00856,21-01-2025,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Multifamily Property,58279,P2,Open,,FALSE
4256,L-P2-00857,08-03-2025,Partner Referral,Digital Signage,South,R. Alvarez,Campus,19680,P2,Open,,FALSE
4257,L-P2-00858,17-06-2025,Outbound Sdr,Digital Signage,Northeast,R. Alvarez,Mixed-Use Development,11137,P2,Disqualified,No response,FALSE
4258,L-P2-00859,02-04-2025,Existing Client Upsell,Smart Buildings,West,J. Sullivan,Municipality,48004,P2,Open,,FALSE
4259,L-P2-00860,14-08-2025,Outbound Sdr,Digital Signage,Northeast,L. Fitzgerald,Mixed-Use Development,37270,P2,Qualified,,FALSE
